市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口_変種D,圏外率_変種D,圏外総人口_変種D,圏外率_変種D_総人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外総人口_変種A,圏外率_変種A_総人口,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種D,比_農水省÷変種A,比_農水省÷変種C125
07202,会津若松市,117401,36325,2870,810.0,36325,117401,14339,0.3947,41799,0.356,17313,0.4766,52846,0.4501,27223,9216,0.2537,0.2332,8465.0,0.591,0.489,0.919
40202,大牟田市,111292,41240,2292,1152.0,41240,111292,16238,0.3937,40222,0.3614,21522,0.5219,55239,0.4963,31471,7309,0.1772,0.297,12263.0,0.754,0.569,1.676
01408,余市町,17905,7218,838,551.0,7208,17887,2832,0.3929,6886,0.385,4233,0.5865,10315,0.5761,5803,1277,0.1769,0.3334,2421.0,0.849,0.569,1.884
31204,境港市,32704,10729,767,895.0,10729,32704,4206,0.392,12646,0.3867,5501,0.5127,16634,0.5086,8245,2848,0.2654,0.2345,2518.0,0.598,0.457,0.883
14362,大井町,17071,4944,364,869.0,4944,17071,1936,0.3916,6393,0.3745,2525,0.5107,8701,0.5097,4074,831,0.1681,0.259,1285.0,0.661,0.507,1.541
03201,盛岡市,289686,79978,6480,790.0,79978,289686,31294,0.3913,100280,0.3462,37363,0.4672,121254,0.4186,59942,17448,0.2182,0.2474,19800.0,0.632,0.53,1.134
13228,あきる野市,79151,23894,1274,1200.0,23894,79151,9331,0.3905,28423,0.3591,11898,0.4979,38622,0.488,19571,4764,0.1994,0.386,9183.0,0.988,0.775,1.936
29344,斑鳩町,27328,8339,419,1274.0,8339,27328,3255,0.3903,9267,0.3391,5280,0.6332,16330,0.5976,7046,1492,0.1789,0.3062,2570.0,0.784,0.484,1.711
01214,稚内市,33538,11027,1080,653.0,11014,33490,4297,0.3901,13284,0.3967,6298,0.5711,19194,0.5723,9144,2974,0.2697,0.3433,3785.0,0.88,0.601,1.273
01211,網走市,35748,11256,1412,510.0,11256,35748,4384,0.3895,14882,0.4163,6397,0.5683,19834,0.5548,8686,3584,0.3184,0.318,3580.0,0.816,0.559,0.999
08201,水戸市,270798,70883,7192,631.0,70883,270798,27608,0.3895,98154,0.3625,35989,0.5077,126981,0.4689,56661,14865,0.2097,0.2633,18676.0,0.676,0.519,1.256
29205,橿原市,121240,34616,1691,1310.0,34616,121240,13433,0.3881,41079,0.3388,14758,0.4263,49057,0.4046,26597,5232,0.1511,0.2526,8716.0,0.651,0.593,1.671
22214,藤枝市,141524,42621,3090,883.0,42621,141524,16516,0.3875,50525,0.357,22569,0.5295,71240,0.5034,35323,10049,0.2358,0.2577,10980.0,0.665,0.487,1.093
11240,幸手市,50410,17769,1182,962.0,17769,50410,6872,0.3867,19007,0.377,7592,0.4273,22484,0.446,11516,4060,0.2285,0.2239,3948.0,0.579,0.524,0.98
11211,本庄市,78762,22694,2181,666.0,22694,78762,8764,0.3862,28325,0.3596,11935,0.5259,40772,0.5177,18893,5118,0.2255,0.2117,4798.0,0.548,0.403,0.939
46201,鹿児島市,592696,158614,9563,1062.0,158577,592590,61047,0.385,195757,0.3303,67468,0.4254,221813,0.3742,110437,34505,0.2175,0.2647,42036.0,0.688,0.622,1.217
47313,宜野座村,5836,1486,276,345.0,1486,5832,570,0.3836,2159,0.3702,937,0.6306,3509,0.6013,1132,388,0.2611,0.2457,366.0,0.641,0.39,0.941
09201,宇都宮市,518536,129846,10922,761.0,129846,518536,49698,0.3827,181661,0.3503,60711,0.4676,228993,0.4416,103394,28816,0.2219,0.2517,32690.0,0.658,0.538,1.134
12232,白井市,62494,17147,1069,1027.0,17147,62494,6558,0.3825,20617,0.3299,7843,0.4574,28012,0.4482,10962,3456,0.2016,0.2234,3821.0,0.584,0.488,1.109
47213,うるま市,125202,27969,2029,882.0,27960,125151,10693,0.3824,45634,0.3646,13735,0.4911,58358,0.4661,21304,6038,0.2159,0.2207,6190.0,0.577,0.449,1.022
18202,敦賀市,64241,18464,1474,802.0,18464,64218,7052,0.3819,24009,0.3739,9488,0.5139,31836,0.4956,15519,4929,0.267,0.3316,6125.0,0.868,0.645,1.242
11232,久喜市,149924,45910,3178,925.0,45910,149924,17518,0.3816,55008,0.3669,22353,0.4869,71104,0.4743,37043,9057,0.1973,0.2556,11781.0,0.67,0.525,1.296
18201,福井市,262368,75812,5983,811.0,75800,262336,28849,0.3806,87077,0.3319,37607,0.4961,118045,0.4499,61670,20984,0.2768,0.2826,21420.0,0.742,0.57,1.021
40342,篠栗町,30730,7949,487,1045.0,7949,30730,3025,0.3806,9393,0.3057,3811,0.4794,13796,0.4489,5100,1850,0.2327,0.2624,2095.0,0.689,0.547,1.127
43442,嘉島町,9602,2552,329,496.0,2552,9602,970,0.3801,3291,0.3427,1444,0.5658,5525,0.5754,1950,625,0.2449,0.2414,611.0,0.635,0.427,0.986
12222,我孫子市,130846,39966,1347,1899.0,39966,130846,15131,0.3786,42579,0.3254,18228,0.4561,50778,0.3881,32359,5539,0.1386,0.3239,12917.0,0.856,0.71,2.337
01487,天塩町,2950,1099,263,267.0,1099,2950,416,0.3785,1181,0.4003,660,0.6005,1706,0.5783,884,492,0.4477,0.3128,343.0,0.826,0.521,0.699
29210,香芝市,77897,18556,958,1240.0,18556,77897,7020,0.3783,27622,0.3546,9184,0.4949,34750,0.4461,13751,3542,0.1909,0.2795,5151.0,0.739,0.565,1.464
47210,糸満市,60644,13473,967,892.0,13471,60626,5092,0.378,18191,0.3001,5087,0.3776,19333,0.3188,10200,2664,0.1977,0.235,3177.0,0.622,0.622,1.188
22210,富士市,245444,69319,4506,985.0,69319,245444,26093,0.3764,88303,0.3598,32948,0.4753,112529,0.4585,53454,13024,0.1879,0.2396,16607.0,0.637,0.504,1.275
47326,北谷町,27946,5712,323,1132.0,5712,27946,2149,0.3762,8167,0.2922,2918,0.5109,11433,0.4091,3742,676,0.1183,0.1689,973.0,0.449,0.331,1.427
01393,黒松内町,2791,1085,270,257.0,1085,2791,408,0.376,1085,0.3887,627,0.5779,1754,0.6284,910,485,0.447,0.4028,444.0,1.071,0.697,0.901
36201,徳島市,252338,70792,5014,904.0,70792,252338,26616,0.376,88694,0.3515,31203,0.4408,104843,0.4155,53131,15470,0.2185,0.2929,20740.0,0.779,0.665,1.34
25207,守山市,82971,18019,1192,967.0,18019,82971,6772,0.3758,27835,0.3355,8855,0.4914,36986,0.4458,13110,3887,0.2157,0.2615,4732.0,0.696,0.532,1.212
36401,松茂町,14589,3933,374,673.0,3933,14589,1478,0.3758,5019,0.344,1872,0.476,6000,0.4113,3621,1210,0.3077,0.2406,942.0,0.64,0.506,0.782
47350,南風原町,40603,8054,446,1156.0,8054,40603,3026,0.3757,12406,0.3055,3341,0.4148,13436,0.3309,6670,1354,0.1681,0.1999,1571.0,0.532,0.482,1.189
34302,府中町,50653,12404,353,2249.0,12404,50653,4654,0.3752,14337,0.283,5356,0.4318,17947,0.3543,7594,2007,0.1618,0.1899,2387.0,0.506,0.44,1.174
04203,塩竈市,52320,17820,773,1475.0,17813,52301,6668,0.3743,18878,0.3609,7461,0.4187,22049,0.4214,14982,2351,0.1319,0.261,4614.0,0.697,0.623,1.978
23236,みよし市,61728,11235,1057,680.0,11235,61728,4195,0.3734,24131,0.3909,5776,0.5141,33567,0.5438,9493,1695,0.1509,0.2686,3017.0,0.719,0.522,1.78
27219,和泉市,183760,46892,2008,1495.0,46892,183760,17505,0.3733,61760,0.3361,20114,0.4289,75254,0.4095,37722,7841,0.1672,0.315,14803.0,0.844,0.734,1.884
01208,北見市,115477,38847,3904,637.0,38847,115477,14459,0.3722,42247,0.3658,20143,0.5185,58923,0.5103,31963,8946,0.2303,0.2674,10385.0,0.718,0.516,1.161
27208,貝塚市,84748,23174,1065,1393.0,23174,84748,8584,0.3704,29191,0.3444,9805,0.4231,35203,0.4154,18714,4196,0.1811,0.3151,7252.0,0.851,0.745,1.74
23362,扶桑町,34459,9086,537,1083.0,9086,34459,3356,0.3694,11449,0.3322,4413,0.4857,16328,0.4738,7491,1855,0.2042,0.3267,2938.0,0.884,0.673,1.6
01486,遠別町,2520,1036,211,314.0,1036,2520,381,0.3678,1024,0.4063,742,0.7162,1806,0.7167,842,397,0.3832,0.3053,316.0,0.83,0.426,0.797
22130,浜松市,790722,220913,17711,798.0,220913,790722,81226,0.3677,255985,0.3237,110059,0.4982,363603,0.4598,170942,51097,0.2313,0.2745,60638.0,0.746,0.551,1.187
47209,名護市,63513,13870,1502,591.0,13867,63472,5098,0.3676,19602,0.3088,6538,0.4714,25767,0.4057,10132,3095,0.2231,0.311,4323.0,0.846,0.66,1.394
40345,新宮町,32849,6344,418,971.0,6344,32847,2322,0.366,8815,0.2684,2516,0.3966,11988,0.3649,4709,1182,0.1863,0.239,1440.0,0.653,0.603,1.283
11217,鴻巣市,117178,35100,2221,1011.0,35100,117178,12808,0.3649,41389,0.3532,16794,0.4785,54720,0.467,26418,5752,0.1639,0.2264,7921.0,0.62,0.473,1.381
12228,四街道市,93566,27037,1284,1348.0,27037,93566,9855,0.3645,28484,0.3044,11540,0.4268,37187,0.3974,21267,4656,0.1722,0.2598,7032.0,0.713,0.609,1.509
23203,一宮市,379715,102453,5798,1131.0,102453,379715,37252,0.3636,125445,0.3304,54844,0.5353,192976,0.5082,85831,21647,0.2113,0.3017,30936.0,0.83,0.564,1.428
27231,大阪狭山市,58375,16360,587,1784.0,16360,58375,5947,0.3635,20695,0.3545,5733,0.3504,22804,0.3906,10787,2474,0.1512,0.3948,6487.0,1.086,1.127,2.611
23447,武豊町,43849,10865,769,904.0,10865,43847,3944,0.363,14458,0.3297,5707,0.5253,20827,0.475,8994,2142,0.1971,0.3183,3436.0,0.877,0.606,1.615
01468,下川町,3126,1257,270,298.0,1257,3126,456,0.3628,1329,0.4251,847,0.6738,2186,0.6993,847,397,0.3158,0.307,386.0,0.846,0.456,0.972
10426,草津町,6049,2353,222,678.0,2353,6049,853,0.3625,2155,0.3563,980,0.4165,2502,0.4136,1751,522,0.2218,0.4748,1115.0,1.31,1.14,2.14
47329,西原町,35629,7600,479,1015.0,7600,35629,2753,0.3622,12136,0.3406,4224,0.5558,18236,0.5118,5894,1110,0.1461,0.224,1683.0,0.619,0.403,1.534
14366,開成町,18209,4748,300,1013.0,4748,18209,1717,0.3616,5843,0.3209,2367,0.4985,7952,0.4367,3297,1440,0.3033,0.2633,1256.0,0.728,0.528,0.868
34304,海田町,29320,6961,306,1456.0,6961,29320,2507,0.3601,9440,0.322,2298,0.3301,9331,0.3182,3342,1339,0.1924,0.1607,1135.0,0.446,0.487,0.836
11239,坂戸市,99868,29196,1528,1223.0,29196,99868,10475,0.3588,30876,0.3092,12798,0.4383,39960,0.4001,21029,6073,0.208,0.2347,6908.0,0.654,0.535,1.128
37403,琴平町,8444,3463,325,682.0,3463,8444,1239,0.3578,3466,0.4105,1335,0.3855,3588,0.4249,2568,766,0.2212,0.3003,1042.0,0.839,0.779,1.358
15100,新潟市,789213,230965,13976,1058.0,230965,789213,82478,0.3571,259646,0.329,107104,0.4637,342571,0.4341,181283,51847,0.2245,0.2081,48067.0,0.583,0.449,0.927
23207,豊川市,184690,48233,3671,841.0,48224,184663,17175,0.3562,57777,0.3129,22994,0.4767,81988,0.4439,39380,10987,0.2278,0.2578,12437.0,0.724,0.541,1.132
25208,栗東市,69019,13261,1080,786.0,13261,69019,4708,0.355,21951,0.318,7488,0.5647,35142,0.5092,11389,2416,0.1822,0.2888,3795.0,0.814,0.512,1.585
25206,草津市,143993,30026,1708,1125.0,30026,143993,10656,0.3549,42302,0.2938,12775,0.4255,51416,0.3571,21564,3331,0.1109,0.3378,10153.0,0.952,0.794,3.045
40219,大野城市,102288,22747,846,1721.0,22747,102288,8064,0.3545,30013,0.2934,8183,0.3597,31259,0.3056,14965,4018,0.1766,0.2509,5615.0,0.708,0.698,1.421
27222,羽曳野市,109336,33499,1016,2110.0,33499,109336,11858,0.354,37746,0.3452,13941,0.4162,43632,0.3991,23555,2983,0.089,0.2475,8245.0,0.699,0.595,2.779
30201,和歌山市,357281,110078,5650,1247.0,109988,357052,38903,0.3537,125484,0.3514,49460,0.4493,159758,0.4471,82754,19801,0.1799,0.2791,30689.0,0.789,0.621,1.552
14204,鎌倉市,172997,53513,1885,1817.0,53513,172997,18901,0.3532,55711,0.322,24249,0.4531,72028,0.4164,38662,8936,0.167,0.3989,21290.0,1.129,0.88,2.389
01562,西興部村,1053,377,87,277.0,377,1053,133,0.3528,593,0.5632,200,0.5305,752,0.7142,200,150,0.3979,0.4215,157.0,1.195,0.795,1.059
22424,吉田町,28849,7461,755,632.0,7461,28849,2627,0.3521,10180,0.3529,3512,0.4707,13611,0.4718,5170,1105,0.1481,0.2331,1740.0,0.662,0.495,1.574
06201,山形市,247555,72247,4787,966.0,72247,247555,25403,0.3516,76130,0.3075,32386,0.4483,100300,0.4052,51040,13917,0.1926,0.2307,16688.0,0.656,0.515,1.198
44201,大分市,475499,129205,8161,1013.0,129203,475471,45399,0.3514,151323,0.3183,59246,0.4585,198541,0.4175,92859,23704,0.1835,0.2332,30154.0,0.664,0.509,1.271
42308,時津町,29824,8177,505,1036.0,8171,29810,2865,0.3506,9612,0.3224,3409,0.4169,11918,0.3996,5926,1133,0.1386,0.2994,2353.0,0.854,0.718,2.16
14301,葉山町,31618,10094,529,1221.0,10094,31618,3531,0.3498,9712,0.3072,4553,0.4511,13516,0.4275,6417,1542,0.1528,0.3953,3981.0,1.13,0.876,2.588
14341,大磯町,31606,10811,525,1318.0,10811,31603,3763,0.3481,10147,0.3211,5398,0.4993,15279,0.4834,7775,1809,0.1673,0.3744,4063.0,1.076,0.75,2.237
01484,羽幌町,6547,2817,369,489.0,2817,6545,979,0.3475,2320,0.3545,1612,0.5722,3665,0.5598,2398,609,0.2162,0.2873,814.0,0.827,0.502,1.329
39201,高知市,326540,95899,5172,1187.0,95856,326354,33138,0.3457,106123,0.3252,38932,0.406,125585,0.3846,66988,18556,0.1935,0.2081,19955.0,0.602,0.513,1.075
34100,広島市,1201486,301090,13295,1449.0,300606,1200682,103643,0.3448,345814,0.288,121705,0.4042,416887,0.347,199354,57159,0.1898,0.2517,75728.0,0.73,0.623,1.326
23361,大口町,24321,5799,523,710.0,5799,24321,1983,0.342,8218,0.3379,3187,0.5496,13803,0.5675,5100,795,0.1371,0.2852,1646.0,0.834,0.519,2.081
01513,中頓別町,1637,660,139,304.0,660,1637,225,0.3409,634,0.3873,465,0.7045,1165,0.7117,493,296,0.4485,0.3937,258.0,1.155,0.559,0.878
19210,甲斐市,75117,18972,1448,839.0,18972,75117,6468,0.3409,25466,0.339,8669,0.4569,33083,0.4404,15592,2736,0.1442,0.2279,4351.0,0.669,0.499,1.581
30361,湯浅町,11058,4071,344,757.0,4071,11058,1387,0.3407,4134,0.3738,1866,0.4584,5263,0.4759,2340,913,0.2243,0.2765,1131.0,0.811,0.603,1.233
13205,青梅市,133480,42506,1929,1410.0,42506,133480,14476,0.3406,36687,0.2749,17081,0.4018,44574,0.3339,28935,9830,0.2313,0.3765,15997.0,1.105,0.937,1.628
23219,小牧市,148521,37196,2346,1015.0,37196,148521,12608,0.339,44290,0.2982,17130,0.4605,61989,0.4174,29503,5269,0.1417,0.2593,9637.0,0.765,0.563,1.831
47382,与那国町,1672,360,63,366.0,360,1672,121,0.3361,628,0.3756,200,0.5556,1067,0.6382,227,121,0.3361,0.5296,191.0,1.576,0.953,1.576
21201,岐阜市,402663,113095,6868,1054.0,113095,402663,37978,0.3358,123999,0.3079,52540,0.4646,181612,0.451,91749,23205,0.2052,0.2678,30286.0,0.797,0.576,1.305
23224,知多市,84205,23474,1213,1239.0,23467,84123,7881,0.3358,26370,0.3135,11959,0.5095,41168,0.4889,18435,5077,0.2163,0.3416,8014.0,1.017,0.67,1.579
23208,津島市,61007,18394,1182,996.0,18394,61007,6169,0.3354,19033,0.312,8163,0.4438,25885,0.4243,14534,3961,0.2153,0.2801,5125.0,0.835,0.631,1.301
47324,読谷村,41196,9050,633,915.0,9050,41196,3033,0.3351,14820,0.3597,4077,0.4505,20306,0.4929,5846,1607,0.1776,0.1616,1462.0,0.482,0.359,0.91
14208,逗子市,56916,17910,601,1907.0,17910,56916,5988,0.3343,18654,0.3277,6622,0.3697,21427,0.3765,12062,1405,0.0784,0.4222,7578.0,1.263,1.142,5.382
27213,泉佐野市,100135,26160,1339,1250.0,26160,100135,8679,0.3318,30007,0.2997,10272,0.3927,36340,0.3629,17758,2743,0.1049,0.3105,8146.0,0.936,0.791,2.962
23202,岡崎市,383815,89481,6064,944.0,89481,383815,29592,0.3307,114679,0.2988,42211,0.4717,169255,0.441,70387,18662,0.2086,0.2479,22234.0,0.75,0.526,1.189
27341,忠岡町,17214,4852,154,2016.0,4852,17214,1604,0.3306,5349,0.3107,2216,0.4567,7668,0.4455,4486,132,0.0272,0.2965,1417.0,0.897,0.649,10.899
22212,焼津市,136723,40836,2881,907.0,40836,136723,13497,0.3305,42319,0.3095,19355,0.474,62260,0.4554,28986,8368,0.2049,0.2574,10520.0,0.779,0.543,1.256
14384,湯河原町,23439,9946,486,1310.0,9936,23428,3273,0.3294,7415,0.3165,4310,0.4333,9916,0.4231,7159,2368,0.2381,0.3204,3191.0,0.973,0.739,1.346
01206,釧路市,165295,56425,3354,1077.0,56425,165295,18574,0.3292,47934,0.29,25844,0.458,69791,0.4222,46936,9659,0.1712,0.2608,14696.0,0.792,0.569,1.523
34309,坂町,12635,3724,241,989.0,3695,12504,1208,0.3269,3502,0.2801,1654,0.4441,4200,0.3324,2205,1117,0.2999,0.3251,1208.0,0.994,0.732,1.084
14401,愛川町,40016,11987,746,1028.0,11987,40016,3856,0.3217,11768,0.2941,4410,0.3679,13838,0.3458,8979,1812,0.1512,0.2698,3223.0,0.839,0.733,1.785
04321,大河原町,23677,6568,628,669.0,6568,23677,2102,0.32,6229,0.2631,3128,0.4762,10325,0.4361,5644,1040,0.1583,0.2221,1448.0,0.694,0.466,1.403
29424,上牧町,21216,7558,261,1853.0,7558,21216,2395,0.3169,7009,0.3304,2824,0.3736,7855,0.3702,6265,335,0.0443,0.3247,2527.0,1.025,0.869,7.326
11215,狭山市,149302,47651,1830,1666.0,47651,149302,14896,0.3126,44991,0.3013,22511,0.4724,69976,0.4687,37624,7238,0.1519,0.299,14248.0,0.956,0.633,1.968
40100,北九州市,939126,286082,11191,1636.0,286034,938936,88994,0.3111,260447,0.2774,113937,0.3983,334684,0.3564,196933,39305,0.1374,0.2808,80364.0,0.903,0.705,2.044
11324,三芳町,39165,11643,495,1505.0,11643,39165,3619,0.3108,9662,0.2467,5009,0.4302,14767,0.377,7221,1410,0.1211,0.1969,2270.0,0.633,0.458,1.626
13201,八王子市,579265,153512,5336,1841.0,153512,579265,47591,0.31,155320,0.2681,61847,0.4029,210265,0.363,112322,19642,0.128,0.3981,61105.0,1.284,0.988,3.111
27230,交野市,75670,21844,713,1961.0,21844,75670,6772,0.31,23603,0.3119,8132,0.3723,28456,0.3761,15375,2592,0.1187,0.2934,6331.0,0.946,0.788,2.472
07545,大熊町,848,84,32,168.0,84,848,26,0.3095,298,0.3514,75,0.8929,819,0.9658,84,26,0.3095,0.0765,7.0,0.247,0.086,0.247
40221,太宰府市,73156,20153,883,1461.0,20153,73156,6235,0.3094,21775,0.2977,9348,0.4639,33270,0.4548,13705,2371,0.1176,0.34,6912.0,1.099,0.733,2.89
23217,江南市,98595,26649,1585,1076.0,26649,98595,8211,0.3081,26473,0.2685,13694,0.5139,48049,0.4873,21481,4822,0.1809,0.3219,8572.0,1.045,0.626,1.779
27229,四條畷市,54637,15053,438,2200.0,15053,54637,4611,0.3063,17281,0.3163,6998,0.4649,25740,0.4711,11402,2510,0.1667,0.3177,4813.0,1.037,0.683,1.905
43100,熊本市,738109,190945,11140,1097.0,190889,737989,58166,0.3047,199150,0.2699,72008,0.3771,252157,0.3416,131289,28873,0.1512,0.2587,49423.0,0.849,0.686,1.711
23201,豊橋市,372301,95867,6932,885.0,95865,372263,28971,0.3022,108516,0.2915,40976,0.4274,153976,0.4136,70167,17885,0.1866,0.235,22500.0,0.778,0.55,1.26
26209,長岡京市,80359,21969,585,2403.0,21969,80359,6630,0.3018,22987,0.2861,8501,0.387,32123,0.3997,16567,3114,0.1417,0.3542,7800.0,1.174,0.915,2.499
23214,蒲郡市,79573,23414,1522,985.0,23343,79209,7017,0.3006,22214,0.2804,10278,0.439,33892,0.4259,18897,4703,0.2009,0.2866,6709.0,0.954,0.653,1.427
30207,新宮市,27171,10120,745,869.0,10120,27171,3042,0.3006,7890,0.2904,3940,0.3893,10292,0.3788,7005,2229,0.2203,0.3106,3140.0,1.033,0.798,1.41
01235,石狩市,56851,19368,1443,859.0,19368,56851,5798,0.2994,15170,0.2668,9707,0.5012,28880,0.508,16506,3356,0.1733,0.2292,4448.0,0.766,0.457,1.323
04216,富谷市,51080,10994,786,895.0,10994,51080,3284,0.2987,15828,0.3099,5272,0.4795,24845,0.4864,9053,1366,0.1242,0.233,2597.0,0.78,0.486,1.875
19202,富士吉田市,46609,13998,1084,826.0,13998,46609,4154,0.2968,14201,0.3047,6160,0.4401,20137,0.432,10003,1407,0.1005,0.2177,3049.0,0.734,0.495,2.166
04211,岩沼市,43977,11739,981,766.0,11739,43977,3482,0.2966,12037,0.2737,4782,0.4074,17278,0.3929,10579,2391,0.2037,0.1994,2344.0,0.672,0.489,0.979
40343,志免町,45205,10818,450,1539.0,10818,45205,3201,0.2959,9987,0.2209,4943,0.4569,15816,0.3499,7041,1892,0.1749,0.2475,2731.0,0.836,0.542,1.415
28216,高砂市,88035,25681,1132,1452.0,25681,88035,7591,0.2956,25859,0.2937,10633,0.414,35763,0.4062,19234,3517,0.1369,0.3071,7862.0,1.039,0.742,2.243
38201,松山市,510294,139182,7134,1249.0,139060,509986,40959,0.2945,124091,0.2433,54494,0.3915,174844,0.3426,95538,21512,0.1546,0.2572,35893.0,0.873,0.657,1.664
23212,安城市,187993,39580,3033,835.0,39580,187993,11641,0.2941,48594,0.2585,16965,0.4286,72226,0.3842,30242,6161,0.1557,0.2569,10147.0,0.873,0.599,1.65
14201,横須賀市,387490,124472,3742,2129.0,124242,384847,36417,0.2931,105945,0.2753,45072,0.3621,128830,0.3325,88462,10733,0.0862,0.3557,44364.0,1.213,0.982,4.125
21303,笠松町,22147,6177,430,919.0,6177,22147,1810,0.293,6527,0.2947,2839,0.4596,10585,0.4779,5377,1098,0.1778,0.2755,1711.0,0.94,0.599,1.55
12217,柏市,426067,110252,4056,1740.0,110252,426067,32266,0.2927,115458,0.271,42424,0.3848,151171,0.3548,76697,9723,0.0882,0.2639,29082.0,0.902,0.686,2.992
14214,伊勢原市,102449,26784,1492,1149.0,26784,102449,7837,0.2926,25709,0.2509,9441,0.3525,31335,0.3059,19831,3119,0.1165,0.3344,8888.0,1.143,0.949,2.872
23226,尾張旭市,83822,21661,900,1540.0,21661,83822,6321,0.2918,22488,0.2683,8974,0.4143,33807,0.4033,16121,4338,0.2003,0.2885,6196.0,0.989,0.696,1.441
12220,流山市,200896,46082,1717,1718.0,46082,200896,13394,0.2907,46428,0.2311,17059,0.3702,62093,0.3091,31431,5380,0.1167,0.2396,11035.0,0.824,0.647,2.053
14212,厚木市,223026,57346,2761,1329.0,57346,223026,16605,0.2896,56738,0.2544,21656,0.3776,75572,0.3388,43673,8245,0.1438,0.3142,18075.0,1.085,0.832,2.186
23223,大府市,94031,20034,1330,964.0,20034,94031,5790,0.289,23081,0.2455,9425,0.4705,39488,0.4199,16481,2018,0.1007,0.3143,6262.0,1.087,0.668,3.12
27204,池田市,105382,27826,716,2487.0,27826,105382,8015,0.288,27667,0.2625,10206,0.3668,36547,0.3468,19721,3733,0.1342,0.2532,7036.0,0.879,0.69,1.887
22203,沼津市,189207,60360,2812,1374.0,60360,189207,17375,0.2879,49811,0.2633,24118,0.3996,70401,0.3721,40877,8638,0.1431,0.2608,15774.0,0.906,0.653,1.822
13224,多摩市,146821,42645,984,2774.0,42645,146821,12263,0.2876,34749,0.2367,15342,0.3598,45567,0.3104,28516,2683,0.0629,0.3453,14703.0,1.201,0.96,5.488
01231,恵庭市,70340,19675,1417,889.0,19675,70340,5635,0.2864,18701,0.2659,10156,0.5162,34044,0.484,16486,2145,0.109,0.2709,5328.0,0.946,0.525,2.484
26207,城陽市,74855,25175,700,2302.0,25175,74855,7172,0.2849,19184,0.2563,11463,0.4553,32577,0.4352,17901,2249,0.0893,0.3223,8091.0,1.131,0.708,3.607
27210,枚方市,396287,109847,2599,2705.0,109847,396287,31241,0.2844,110702,0.2793,41367,0.3766,142905,0.3606,77724,7626,0.0694,0.2809,30979.0,0.988,0.746,4.046
11201,川越市,353886,89087,4262,1338.0,89087,353886,25162,0.2824,93893,0.2653,36333,0.4078,137203,0.3877,64924,10388,0.1166,0.2749,24479.0,0.973,0.674,2.357
28100,神戸市,1523291,418976,12272,2185.0,418887,1522719,118258,0.2823,388874,0.2554,148802,0.3552,487277,0.3199,255932,52203,0.1246,0.2601,109028.0,0.921,0.732,2.088
23229,豊明市,69190,17930,895,1282.0,17930,69190,5047,0.2815,17280,0.2497,7674,0.428,27650,0.3996,14988,2454,0.1369,0.279,5056.0,0.991,0.652,2.038
01213,苫小牧市,170087,50001,2763,1158.0,49995,170071,14038,0.2808,42646,0.2508,24526,0.4905,79109,0.4651,40322,9255,0.1851,0.2218,11097.0,0.79,0.452,1.199
47212,豊見城市,65474,12952,687,1207.0,12952,65474,3636,0.2807,17424,0.2661,3936,0.3039,18891,0.2885,8313,635,0.049,0.1284,1634.0,0.457,0.422,2.619
23233,清須市,67365,15174,852,1140.0,15174,67365,4243,0.2796,16868,0.2504,7633,0.503,30875,0.4583,12383,1676,0.1105,0.3352,5091.0,1.199,0.666,3.035
14321,寒川町,47946,13145,582,1445.0,13145,47946,3668,0.279,13223,0.2758,5784,0.44,21491,0.4482,9754,1247,0.0949,0.3347,4434.0,1.199,0.761,3.528
13225,稲城市,93620,20143,684,1885.0,20143,93620,5610,0.2785,20422,0.2181,5929,0.2943,25038,0.2674,14774,887,0.044,0.2704,5432.0,0.971,0.919,6.141
23206,春日井市,308636,79426,3615,1406.0,79426,308636,22098,0.2782,73053,0.2367,32861,0.4137,113876,0.369,62090,10008,0.126,0.2832,22522.0,1.018,0.684,2.247
23425,蟹江町,37374,9539,537,1137.0,9539,37374,2649,0.2777,8624,0.2307,4145,0.4345,14067,0.3764,6515,983,0.1031,0.2492,2360.0,0.897,0.573,2.418
11225,入間市,145444,42899,1577,1741.0,42899,145444,11892,0.2772,37514,0.2579,17580,0.4098,56719,0.39,28940,3432,0.08,0.238,10217.0,0.859,0.581,2.975
26303,大山崎町,15645,4280,147,1863.0,4280,15645,1186,0.2771,4536,0.2899,1028,0.2402,4597,0.2938,2832,388,0.0907,0.5688,2475.0,2.053,2.368,6.274
40349,粕屋町,48879,8600,522,1054.0,8600,48879,2383,0.2771,12932,0.2646,4279,0.4976,24224,0.4956,6575,1064,0.1237,0.2733,2327.0,0.986,0.549,2.209
26210,八幡市,71069,22215,745,1908.0,22215,71069,6120,0.2755,19590,0.2756,10102,0.4547,33070,0.4653,14700,3483,0.1568,0.321,7079.0,1.165,0.706,2.047
19201,甲府市,189804,54546,3329,1049.0,54546,189804,14886,0.2729,50507,0.2661,21062,0.3861,71725,0.3779,38826,6568,0.1204,0.2429,13235.0,0.89,0.629,2.017
