市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口_変種D,圏外率_変種D,圏外総人口_変種D,圏外率_変種D_総人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外総人口_変種A,圏外率_変種A_総人口,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種D,比_農水省÷変種A,比_農水省÷変種C125
11369,東秩父村,2698,1258,326,247.0,1258,2698,1238,0.9841,2632,0.9755,1238,0.9841,2642,0.9792,1238,1201,0.9547,0.1573,198.0,0.16,0.16,0.165
07544,川内村,2044,967,366,169.0,967,2044,950,0.9824,2006,0.9814,950,0.9824,2002,0.9795,967,921,0.9524,0.2062,201.0,0.21,0.21,0.216
20404,阿南町,4300,1936,568,218.0,1936,4300,1902,0.9824,4203,0.9774,1925,0.9943,4280,0.9953,1936,1891,0.9768,0.2949,576.0,0.3,0.297,0.302
26364,笠置町,1146,590,98,385.0,590,1146,579,0.9814,1130,0.986,579,0.9814,1130,0.986,579,485,0.822,0.3634,211.0,0.37,0.37,0.442
39387,仁淀川町,4820,2673,644,266.0,2673,4820,2622,0.9809,4722,0.9797,2616,0.9787,4705,0.9761,2673,2635,0.9858,0.3893,1045.0,0.397,0.398,0.395
07423,柳津町,3081,1391,279,319.0,1391,3081,1363,0.9799,2962,0.9614,1292,0.9288,2836,0.9205,1341,1147,0.8246,0.2642,369.0,0.27,0.284,0.32
10383,南牧村,1610,1043,235,284.0,1043,1610,1022,0.9799,1578,0.9801,1016,0.9741,1589,0.987,1016,1008,0.9664,0.3851,405.0,0.393,0.395,0.399
02424,東通村,5806,2084,460,290.0,2084,5806,2032,0.975,5691,0.9802,2074,0.9952,5766,0.9931,2084,2063,0.9899,0.5126,1085.0,0.526,0.515,0.518
13307,檜原村,2003,1049,261,257.0,1049,2003,1022,0.9743,1867,0.9321,994,0.9476,1893,0.9451,994,970,0.9247,0.4528,479.0,0.465,0.478,0.49
20410,根羽村,854,450,147,196.0,450,854,438,0.9733,822,0.9625,438,0.9733,833,0.9754,450,427,0.9489,0.3809,170.0,0.391,0.391,0.401
20451,朝日村,4286,1382,228,388.0,1382,4286,1345,0.9732,4149,0.968,1364,0.987,4207,0.9816,1382,1322,0.9566,0.1301,179.0,0.134,0.132,0.136
01403,泊村,1545,614,117,336.0,614,1544,597,0.9723,1330,0.8614,607,0.9886,1418,0.9178,614,594,0.9674,0.4429,277.0,0.455,0.448,0.458
45403,西米良村,1000,496,152,209.0,496,1000,482,0.9718,981,0.981,496,1.0,1000,1.0,496,496,1.0,0.3999,175.0,0.411,0.4,0.4
01431,浦臼町,1732,782,233,215.0,782,1732,758,0.9693,1686,0.9734,729,0.9322,1539,0.8886,782,713,0.9118,0.3973,309.0,0.41,0.426,0.436
20414,泰阜村,1545,649,313,133.0,649,1545,625,0.963,1531,0.9909,649,1.0,1537,0.9948,649,611,0.9414,0.2753,179.0,0.286,0.275,0.292
23563,豊根村,1017,528,193,175.0,528,1017,508,0.9621,981,0.9646,441,0.8352,919,0.9036,528,423,0.8011,0.3597,192.0,0.374,0.431,0.449
07484,鮫川村,3050,1240,491,162.0,1240,3050,1192,0.9613,2911,0.9544,1207,0.9734,2963,0.9715,1240,1172,0.9452,0.1279,156.0,0.133,0.131,0.135
28442,市川町,11222,4186,844,317.0,4186,11222,4007,0.9572,10584,0.9431,4088,0.9766,10933,0.9742,4088,3921,0.9367,0.3714,1554.0,0.388,0.38,0.396
07422,湯川村,3043,1051,189,356.0,1051,3043,1005,0.9562,2867,0.9422,1036,0.9857,2998,0.9852,1051,970,0.9229,0.1848,197.0,0.193,0.187,0.2
43484,津奈木町,4149,1752,341,329.0,1752,4147,1675,0.9561,3942,0.9506,1676,0.9566,3918,0.9443,1676,1580,0.9018,0.308,551.0,0.322,0.322,0.342
13381,三宅村,2273,894,253,226.0,894,2273,852,0.953,2114,0.93,849,0.9497,2144,0.9432,866,813,0.9094,0.5896,527.0,0.619,0.621,0.648
08447,河内町,8195,3223,728,283.0,3223,8195,3067,0.9516,7807,0.9527,3095,0.9603,7903,0.9644,3178,2843,0.8821,0.2164,698.0,0.227,0.225,0.245
06366,鮭川村,3893,1578,384,263.0,1578,3893,1499,0.9499,3687,0.9471,1532,0.9708,3766,0.9674,1578,1521,0.9639,0.1955,309.0,0.206,0.201,0.203
10444,川場村,3482,1565,279,359.0,1565,3482,1484,0.9482,3281,0.9423,1548,0.9891,3429,0.9848,1565,1465,0.9361,0.1623,254.0,0.171,0.164,0.173
44461,九重町,8561,3878,1071,232.0,3878,8561,3670,0.9464,8074,0.9431,3726,0.9608,8159,0.953,3783,3528,0.9097,0.2682,1035.0,0.283,0.279,0.295
10366,上野村,1128,518,135,246.0,518,1128,490,0.9459,1073,0.9512,490,0.9459,1076,0.9539,490,502,0.9691,0.4618,239.0,0.488,0.488,0.477
20543,高山村,6648,2456,379,415.0,2456,6648,2320,0.9446,6346,0.9546,2349,0.9564,6396,0.9621,2456,2210,0.8998,0.1607,392.0,0.17,0.168,0.179
03506,九戸村,5378,2383,592,258.0,2383,5378,2247,0.9429,5099,0.9481,2309,0.9689,5217,0.9701,2383,2194,0.9207,0.2612,621.0,0.277,0.27,0.284
02411,六ヶ所村,10398,2645,689,246.0,2639,10381,2488,0.9428,8389,0.8081,2545,0.9622,8842,0.8504,2620,2321,0.8775,0.4825,1263.0,0.512,0.501,0.55
29449,十津川村,3061,1313,485,173.0,1313,3061,1235,0.9406,2897,0.9464,1277,0.9726,2995,0.9784,1313,1188,0.9048,0.4221,551.0,0.449,0.434,0.467
20303,小海町,4359,1836,337,349.0,1836,4359,1727,0.9406,4127,0.9468,1718,0.9357,4033,0.9252,1822,1587,0.8644,0.2456,450.0,0.261,0.262,0.284
20486,小谷村,2647,1024,320,205.0,1024,2647,962,0.9395,2447,0.9244,974,0.9512,2456,0.9278,983,883,0.8623,0.293,297.0,0.312,0.308,0.34
45442,日之影町,3640,1629,523,199.0,1629,3640,1528,0.938,3377,0.9277,1558,0.9564,3428,0.9418,1584,1480,0.9085,0.3362,557.0,0.358,0.351,0.37
05349,八峰町,6567,3035,463,420.0,3025,6529,2834,0.9369,6116,0.9367,2847,0.9381,6191,0.9427,2942,2647,0.8722,0.4308,1308.0,0.46,0.459,0.494
20350,長和町,5605,2388,511,299.0,2388,5605,2237,0.9368,5202,0.9281,2371,0.9929,5570,0.9938,2388,2157,0.9033,0.2271,540.0,0.242,0.229,0.251
40401,小竹町,7117,3006,364,529.0,3006,7117,2816,0.9368,6628,0.9313,2960,0.9847,6994,0.9827,3002,2754,0.9162,0.3778,1141.0,0.403,0.384,0.412
30304,紀美野町,8309,4029,783,329.0,4029,8309,3773,0.9365,7790,0.9375,3821,0.9484,7880,0.9484,3937,3685,0.9146,0.393,1576.0,0.42,0.414,0.43
43433,南阿蘇村,9851,4202,1015,265.0,4202,9851,3930,0.9353,9138,0.9276,4061,0.9664,9446,0.9589,4176,3661,0.8713,0.298,1252.0,0.319,0.308,0.342
10428,高山村,3511,1309,381,220.0,1309,3511,1221,0.9328,3271,0.9316,1252,0.9565,3382,0.9633,1309,1207,0.9221,0.1767,230.0,0.189,0.185,0.192
07344,天栄村,5177,1916,431,285.0,1916,5177,1787,0.9327,4772,0.9218,1795,0.9368,4818,0.9307,1916,1743,0.9097,0.1078,206.0,0.116,0.115,0.118
46531,天城町,5499,2046,443,296.0,2046,5499,1907,0.9321,4922,0.8951,1985,0.9702,5320,0.9674,2046,1874,0.9159,0.5005,1025.0,0.537,0.516,0.546
24443,大台町,8667,3750,797,301.0,3750,8667,3495,0.932,8009,0.9241,3574,0.9531,8245,0.9513,3616,3011,0.8029,0.2928,1100.0,0.314,0.307,0.365
29453,東吉野村,1500,880,252,223.0,880,1500,820,0.9318,1395,0.93,852,0.9682,1446,0.964,880,814,0.925,0.3848,337.0,0.413,0.397,0.416
07505,古殿町,4817,1901,756,161.0,1901,4817,1771,0.9316,4518,0.9379,1812,0.9532,4582,0.9512,1901,1751,0.9211,0.1795,340.0,0.193,0.188,0.195
33681,吉備中央町,10875,4532,1683,172.0,4532,10875,4217,0.9305,10182,0.9363,4383,0.9671,10533,0.9686,4422,4043,0.8921,0.3502,1586.0,0.376,0.362,0.393
20363,原村,7658,2661,617,276.0,2661,7658,2471,0.9286,7022,0.9169,2447,0.9196,7045,0.92,2661,2233,0.8392,0.1901,507.0,0.205,0.207,0.226
30392,日高川町,9183,3369,879,245.0,3369,9183,3128,0.9285,8458,0.921,3170,0.9409,8571,0.9334,3253,3046,0.9041,0.3742,1268.0,0.403,0.398,0.414
24561,御浜町,8087,3311,617,343.0,3311,8087,3072,0.9278,7496,0.9269,2957,0.8931,7204,0.8908,3067,2594,0.7834,0.3582,1182.0,0.386,0.401,0.457
29444,黒滝村,623,345,108,204.0,345,623,320,0.9275,587,0.9422,320,0.9275,587,0.9422,345,295,0.8551,0.3614,124.0,0.39,0.39,0.423
04302,七ヶ宿町,1262,586,153,245.0,586,1262,543,0.9266,1153,0.9136,541,0.9232,1177,0.9326,586,523,0.8925,0.4212,246.0,0.455,0.456,0.472
30382,日高町,7584,2257,499,289.0,2257,7584,2090,0.926,6856,0.904,2118,0.9384,6989,0.9215,2257,1830,0.8108,0.3843,890.0,0.415,0.41,0.474
45430,椎葉村,2503,1135,442,164.0,1135,2503,1050,0.9251,2326,0.9293,1064,0.9374,2345,0.9369,1123,1005,0.8855,0.3588,410.0,0.388,0.383,0.405
07402,北塩原村,2551,944,236,256.0,944,2551,873,0.9248,2238,0.8773,872,0.9237,2331,0.9138,944,829,0.8782,0.2341,222.0,0.253,0.253,0.267
06367,戸沢村,4190,1708,346,316.0,1708,4190,1579,0.9245,3784,0.9031,1667,0.976,4048,0.9661,1708,1570,0.9192,0.2317,395.0,0.251,0.237,0.252
20425,木祖村,2692,1163,243,306.0,1163,2692,1075,0.9243,2506,0.9309,1068,0.9183,2436,0.9049,1068,1041,0.8951,0.2235,261.0,0.242,0.243,0.25
07322,大玉村,8920,2514,762,211.0,2514,8920,2323,0.924,8110,0.9092,2413,0.9598,8513,0.9544,2514,2260,0.899,0.1535,377.0,0.166,0.16,0.171
39424,大月町,4298,2146,559,246.0,2146,4297,1975,0.9203,3773,0.8781,1978,0.9217,3820,0.8888,2045,1852,0.863,0.3136,682.0,0.341,0.34,0.363
09384,塩谷町,10359,4187,1205,222.0,4187,10359,3849,0.9193,9588,0.9256,3954,0.9444,9876,0.9534,4086,3566,0.8517,0.2133,887.0,0.232,0.226,0.25
02443,田子町,4959,2197,497,283.0,2197,4959,2018,0.9185,4482,0.9038,2139,0.9736,4799,0.9677,2197,1830,0.833,0.4304,939.0,0.469,0.442,0.517
39344,大豊町,3251,1897,766,158.0,1897,3251,1742,0.9183,2869,0.8825,1766,0.9309,2902,0.8926,1828,1668,0.8793,0.4295,819.0,0.468,0.461,0.489
36321,佐那河内村,2058,990,273,232.0,990,2058,908,0.9172,1861,0.9043,881,0.8899,1860,0.9038,990,833,0.8414,0.2954,291.0,0.322,0.332,0.351
20602,栄村,1647,890,211,270.0,890,1647,816,0.9169,1515,0.9199,835,0.9382,1523,0.9247,835,835,0.9382,0.4098,370.0,0.447,0.437,0.437
07503,平田村,5826,2076,1050,127.0,2076,5826,1901,0.9157,5285,0.9071,1966,0.947,5475,0.9398,2025,1850,0.8911,0.1532,315.0,0.167,0.162,0.172
45429,諸塚村,1486,676,215,201.0,676,1486,619,0.9157,1280,0.8614,599,0.8861,1172,0.7887,623,576,0.8521,0.3496,237.0,0.382,0.395,0.41
