市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口,圏外率,圏外総人口,圏外率_総人口,スーパー圏外65歳以上人口,スーパー圏外率,農水省_困難人口割合,農水省_困難人口,比_農水省÷本推計
19430,富士河口湖町,26093,6878,1030,427.0,6878,26093,3515,0.511,13316,0.5103,5607,0.8152,0.2622,1799.0,0.513
01562,西興部村,1053,377,87,277.0,377,1053,192,0.5093,695,0.66,197,0.5225,0.4215,157.0,0.828
09202,足利市,144916,47103,4092,737.0,47103,144916,23974,0.509,70348,0.4854,35792,0.7599,0.2772,13037.0,0.545
22301,東伊豆町,11418,5489,535,657.0,5489,11418,2793,0.5088,5741,0.5028,3421,0.6232,0.4524,2496.0,0.889
23204,瀬戸市,127492,38110,2164,1127.0,38110,127492,19363,0.5081,62727,0.492,30139,0.7908,0.333,12720.0,0.655
20206,諏訪市,48666,15050,1223,788.0,15050,48666,7627,0.5068,24135,0.4959,12408,0.8245,0.2112,3175.0,0.417
20204,岡谷市,47790,16545,1039,1019.0,16545,47790,8381,0.5066,23732,0.4966,13398,0.8098,0.1853,3062.0,0.366
07201,福島市,282815,84407,8228,657.0,84407,282815,42715,0.5061,132137,0.4672,65560,0.7767,0.2561,21590.0,0.506
12229,袖ケ浦市,63892,17024,1758,620.0,17024,63892,8598,0.5051,30271,0.4738,12410,0.729,0.2321,3960.0,0.46
22306,西伊豆町,6879,3557,333,684.0,3557,6879,1791,0.5035,3596,0.5228,2078,0.5842,0.4508,1647.0,0.895
29205,橿原市,121240,34616,1691,1310.0,34616,121240,17404,0.5028,55533,0.458,25505,0.7368,0.2526,8716.0,0.502
10205,太田市,223365,58046,6338,586.0,58046,223365,29160,0.5024,109423,0.4899,47728,0.8222,0.2143,12441.0,0.427
28210,加古川市,260181,72178,3731,1238.0,72178,260181,36198,0.5015,123474,0.4746,56099,0.7772,0.3085,22316.0,0.615
07203,郡山市,327836,86476,8750,633.0,86476,327836,43293,0.5006,148842,0.454,68132,0.7879,0.2254,19490.0,0.45
40217,筑紫野市,103381,26465,1563,1084.0,26465,103381,13249,0.5006,45675,0.4418,20549,0.7765,0.2978,7867.0,0.595
26202,舞鶴市,80308,25432,2310,705.0,25384,80087,12697,0.5002,38029,0.4748,17836,0.7026,0.2972,7559.0,0.594
08217,取手市,104701,36092,1941,1190.0,36092,104701,18027,0.4995,51351,0.4905,28900,0.8007,0.3224,11621.0,0.645
29426,広陵町,34204,8789,637,883.0,8789,34204,4389,0.4994,16861,0.493,6589,0.7497,0.3191,2824.0,0.639
47326,北谷町,27946,5712,323,1132.0,5712,27946,2851,0.4991,12306,0.4403,3522,0.6166,0.1689,973.0,0.338
08208,龍ケ崎市,76580,22199,1804,788.0,22199,76580,11076,0.4989,37515,0.4899,18634,0.8394,0.297,6568.0,0.595
06210,天童市,62168,18778,1722,698.0,18778,62168,9367,0.4988,25433,0.4091,14046,0.748,0.1722,3231.0,0.345
22221,湖西市,57512,16029,1530,670.0,16029,57512,7989,0.4984,26394,0.4589,11560,0.7212,0.2563,4118.0,0.514
25201,大津市,344964,90523,4761,1217.0,90523,344964,45105,0.4983,159952,0.4637,65764,0.7265,0.3503,31730.0,0.703
23361,大口町,24321,5799,523,710.0,5799,24321,2889,0.4982,11805,0.4854,4840,0.8346,0.2852,1646.0,0.573
23213,西尾市,169058,43386,4286,648.0,43382,169047,21606,0.498,77287,0.4572,33523,0.7727,0.23,9977.0,0.462
27214,富田林市,108968,32956,1349,1564.0,32956,108968,16406,0.4978,52791,0.4845,23408,0.7103,0.3567,11694.0,0.717
11206,行田市,78087,24782,2189,725.0,24782,78087,12314,0.4969,37430,0.4793,19843,0.8007,0.2295,5739.0,0.462
22225,伊豆の国市,46853,15735,1515,665.0,15735,46853,7818,0.4969,21544,0.4598,12749,0.8102,0.3246,5112.0,0.653
40215,中間市,40459,15194,638,1524.0,15194,40459,7536,0.496,19843,0.4904,12844,0.8453,0.3044,4598.0,0.614
42308,時津町,29824,8177,505,1036.0,8171,29810,4050,0.4957,14040,0.471,6319,0.7733,0.2994,2353.0,0.604
21216,瑞穂市,56544,11886,1162,655.0,11886,56544,5889,0.4955,25579,0.4524,10607,0.8924,0.2988,3535.0,0.603
29210,香芝市,77897,18556,958,1240.0,18556,77897,9193,0.4954,36938,0.4742,14312,0.7713,0.2795,5151.0,0.564
08221,ひたちなか市,156432,40236,3475,741.0,40232,156423,19877,0.4941,71453,0.4568,32422,0.8059,0.2653,10673.0,0.537
38204,八幡浜市,31562,12931,1139,727.0,12931,31561,6384,0.4937,14797,0.4688,8196,0.6338,0.3097,4056.0,0.627
16201,富山市,413928,122794,11082,709.0,122794,413925,60567,0.4932,194262,0.4693,98457,0.8018,0.2462,30223.0,0.499
34207,福山市,460321,132011,10288,821.0,131955,460121,65003,0.4926,200498,0.4358,97889,0.7418,0.2287,30228.0,0.464
43216,合志市,62161,15162,1235,786.0,15162,62161,7463,0.4922,27885,0.4486,12108,0.7986,0.2607,3899.0,0.53
01512,浜頓別町,3439,1285,250,329.0,1285,3439,632,0.4918,1550,0.4507,951,0.7401,0.3942,510.0,0.801
14210,三浦市,42027,17144,905,1212.0,17116,41954,8407,0.4912,20265,0.483,11757,0.6869,0.3535,6066.0,0.72
01460,上富良野町,10345,3311,585,362.0,3311,10345,1625,0.4908,4554,0.4402,2527,0.7632,0.2736,907.0,0.557
14363,松田町,10857,3659,265,884.0,3659,10857,1794,0.4903,4739,0.4365,3217,0.8792,0.4448,1624.0,0.907
09364,野木町,25475,8282,781,679.0,8282,25475,4056,0.4897,12253,0.481,6941,0.8381,0.2706,2191.0,0.553
01610,新ひだか町,21445,7580,1312,370.0,7571,21427,3701,0.4888,10429,0.4867,5948,0.7856,0.3033,2308.0,0.62
10212,みどり市,49981,14925,1886,506.0,14925,49981,7292,0.4886,23646,0.4731,12430,0.8328,0.1777,2636.0,0.364
01212,留萌市,20092,7406,621,763.0,7391,20079,3610,0.4884,9552,0.4757,5036,0.6814,0.3345,2484.0,0.685
25202,彦根市,113703,28311,2194,826.0,28311,113703,13821,0.4882,51144,0.4498,21548,0.7611,0.3073,8696.0,0.629
05201,秋田市,307701,95945,6374,963.0,95945,307701,46670,0.4864,140348,0.4561,74687,0.7784,0.314,30131.0,0.646
12219,市原市,268875,78622,6627,759.0,78622,268875,38103,0.4846,112323,0.4178,64274,0.8175,0.2878,22639.0,0.594
23220,稲沢市,134868,37247,3126,763.0,37247,134868,18038,0.4843,59803,0.4434,30310,0.8138,0.3298,12296.0,0.681
31202,米子市,147377,42375,3252,834.0,42373,147362,20523,0.4843,66346,0.4502,33599,0.7929,0.2425,10266.0,0.501
01225,滝川市,39489,13831,1400,632.0,13831,39489,6693,0.4839,17973,0.4551,10808,0.7814,0.3277,4529.0,0.677
10207,館林市,75406,22132,2097,675.0,22132,75406,10699,0.4834,35009,0.4643,18456,0.8339,0.2141,4732.0,0.443
01452,鷹栖町,6635,2293,539,272.0,2293,6635,1108,0.4832,3403,0.5129,1844,0.8042,0.2716,617.0,0.562
11232,久喜市,149924,45910,3178,925.0,45910,149924,22155,0.4826,73645,0.4912,34298,0.7471,0.2556,11781.0,0.53
11326,毛呂山町,35221,11545,823,898.0,11545,35221,5566,0.4821,17912,0.5086,8060,0.6981,0.3162,3666.0,0.656
14383,真鶴町,6665,2915,171,1091.0,2915,6665,1402,0.481,3302,0.4954,2157,0.74,0.348,1017.0,0.724
47213,うるま市,125202,27969,2029,882.0,27960,125151,13427,0.4802,55538,0.4438,20303,0.7261,0.2207,6190.0,0.46
37201,高松市,417234,115196,10147,727.0,114976,416740,55185,0.48,184498,0.4427,83055,0.7224,0.2657,30623.0,0.553
20201,長野市,372805,108233,9203,753.0,108233,372805,51887,0.4794,159911,0.4289,85728,0.7921,0.231,25004.0,0.482
21202,大垣市,158188,43357,3503,792.0,43357,158188,20771,0.4791,72378,0.4575,34195,0.7887,0.2623,11402.0,0.548
20361,下諏訪町,19195,7341,394,1192.0,7341,19195,3502,0.477,8505,0.4431,5121,0.6976,0.2231,1642.0,0.468
01661,釧路町,18877,5644,615,587.0,5644,18877,2690,0.4766,8948,0.474,4175,0.7397,0.1786,1019.0,0.375
04207,名取市,79625,18105,1720,674.0,18105,79625,8626,0.4764,36559,0.4591,13846,0.7648,0.2264,4048.0,0.475
29201,奈良市,354538,110273,5114,1380.0,110273,354538,52395,0.4751,160239,0.452,79796,0.7236,0.3312,36501.0,0.697
22215,御殿場市,86567,22154,2478,572.0,22154,86567,10522,0.4749,38567,0.4455,18046,0.8146,0.2562,5683.0,0.54
11212,東松山市,91693,25963,2190,759.0,25963,91693,12305,0.4739,40062,0.4369,19039,0.7333,0.2497,6490.0,0.527
01400,倶知安町,15129,3735,685,349.0,3735,15129,1769,0.4736,7011,0.4634,2967,0.7944,0.3027,1130.0,0.639
09208,小山市,166826,41774,4741,564.0,41774,166822,19764,0.4731,68194,0.4088,32474,0.7774,0.282,11781.0,0.596
01484,羽幌町,6547,2817,369,489.0,2817,6545,1331,0.4725,3050,0.466,2054,0.7291,0.2873,814.0,0.608
11217,鴻巣市,117178,35100,2221,1011.0,35100,117178,16576,0.4723,53938,0.4603,25141,0.7163,0.2264,7921.0,0.479
27208,貝塚市,84748,23174,1065,1393.0,23174,84748,10945,0.4723,37547,0.443,19181,0.8277,0.3151,7252.0,0.667
47209,名護市,63513,13870,1502,591.0,13867,63472,6550,0.4723,27073,0.4265,10507,0.7577,0.311,4323.0,0.658
01230,登別市,46434,17262,1037,1065.0,17262,46434,8151,0.4722,20950,0.4512,13316,0.7714,0.255,4408.0,0.54
12202,銚子市,58191,22009,1824,772.0,22009,58191,10384,0.4718,27264,0.4685,14894,0.6767,0.2443,5389.0,0.518
23236,みよし市,61728,11235,1057,680.0,11235,61728,5298,0.4716,29268,0.4741,9640,0.858,0.2686,3017.0,0.57
28201,姫路市,530097,142302,9061,1005.0,142302,530097,66947,0.4705,227901,0.4299,107054,0.7523,0.3343,47612.0,0.711
12206,木更津市,136013,37386,3058,782.0,37374,135986,17566,0.47,58098,0.4272,30563,0.8178,0.2834,10592.0,0.603
11442,宮代町,34273,10986,681,1032.0,10986,34273,5151,0.4689,14228,0.4151,8593,0.7822,0.3567,3914.0,0.761
26211,京田辺市,74044,17358,863,1287.0,17358,74044,8121,0.4679,29271,0.3953,12298,0.7085,0.3264,5650.0,0.698
26206,亀岡市,86156,25966,2138,777.0,25966,86156,12131,0.4672,35415,0.4111,18810,0.7244,0.2575,6684.0,0.551
07202,会津若松市,117401,36325,2870,810.0,36325,117401,16960,0.4669,50449,0.4297,26177,0.7206,0.2332,8465.0,0.499
01205,室蘭市,82265,30325,1868,1039.0,30325,82265,14156,0.4668,35666,0.4336,24209,0.7983,0.3516,10663.0,0.753
01462,南富良野町,2376,767,211,233.0,767,2376,358,0.4668,1125,0.4735,417,0.5437,0.2886,221.0,0.618
11240,幸手市,50410,17769,1182,962.0,17769,50410,8281,0.466,23322,0.4626,11371,0.6399,0.2239,3948.0,0.48
14382,箱根町,11240,4120,639,413.0,4120,11240,1920,0.466,5398,0.4802,3189,0.774,0.4139,1705.0,0.888
22209,島田市,95594,30148,2782,694.0,30148,95594,14014,0.4648,43639,0.4565,21041,0.6979,0.2429,7331.0,0.523
01210,岩見沢市,79287,28846,3100,596.0,28846,79287,13400,0.4645,37241,0.4697,22576,0.7826,0.3404,9831.0,0.733
28214,宝塚市,226294,63676,1932,2109.0,63676,226294,29555,0.4641,99790,0.441,41503,0.6518,0.2985,19010.0,0.643
45421,門川町,17260,5915,564,671.0,5906,17238,2740,0.4639,7757,0.45,3920,0.6637,0.199,1183.0,0.429
45201,宮崎市,401303,110580,8227,860.0,110580,401293,51269,0.4636,165082,0.4114,74311,0.672,0.2337,25849.0,0.504
40342,篠栗町,30730,7949,487,1045.0,7949,30730,3680,0.463,12394,0.4033,4725,0.5944,0.2624,2095.0,0.567
42201,長崎市,406798,131704,6660,1266.0,131432,406037,60772,0.4624,174075,0.4287,86655,0.6593,0.4091,54245.0,0.885
13228,あきる野市,79151,23894,1274,1200.0,23894,79151,11047,0.4623,34217,0.4323,19202,0.8036,0.386,9183.0,0.835
10202,高崎市,373365,105143,9331,721.0,105143,373365,48507,0.4613,160001,0.4285,81833,0.7783,0.2401,25214.0,0.52
12212,佐倉市,169223,55261,2638,1341.0,55261,169223,25494,0.4613,69984,0.4136,41480,0.7506,0.2987,16429.0,0.647
40223,古賀市,58583,15854,908,1117.0,15854,58583,7312,0.4612,25792,0.4403,12053,0.7602,0.3005,4883.0,0.652
29202,大和高田市,61367,19187,846,1451.0,19187,61367,8828,0.4601,27523,0.4485,15182,0.7913,0.3002,5800.0,0.653
01236,北斗市,44329,13328,1412,604.0,13320,44276,6123,0.4597,19697,0.4449,10440,0.7838,0.2162,2883.0,0.47
01229,富良野市,21137,7229,1191,388.0,7229,21137,3322,0.4595,9126,0.4318,5826,0.8059,0.2587,1877.0,0.563
47210,糸満市,60644,13473,967,892.0,13471,60626,6190,0.4595,23701,0.3909,10263,0.7619,0.235,3177.0,0.511
01221,名寄市,27282,8756,1308,428.0,8756,27282,4003,0.4572,11351,0.4161,7897,0.9019,0.3307,2892.0,0.723
01563,雄武町,4171,1407,316,285.0,1407,4171,643,0.457,2006,0.4809,1105,0.7854,0.3231,459.0,0.707
47301,国頭村,4458,1539,270,365.0,1539,4451,703,0.4568,2222,0.4992,965,0.627,0.3421,530.0,0.749
14366,開成町,18209,4748,300,1013.0,4748,18209,2159,0.4547,7527,0.4134,3705,0.7803,0.2633,1256.0,0.579
33100,岡山市,724586,185457,15273,777.0,185406,724348,84054,0.4534,291924,0.403,134695,0.7265,0.311,57755.0,0.686
27231,大阪狭山市,58375,16360,587,1784.0,16360,58375,7408,0.4528,26498,0.4539,10396,0.6355,0.3948,6487.0,0.872
23441,阿久比町,28472,7618,609,801.0,7618,28472,3443,0.452,13681,0.4805,6711,0.8809,0.2824,2122.0,0.625
27219,和泉市,183760,46892,2008,1495.0,46892,183760,21174,0.4515,79641,0.4334,36845,0.7857,0.315,14803.0,0.698
27341,忠岡町,17214,4852,154,2016.0,4852,17214,2189,0.4512,7433,0.4318,3553,0.7323,0.2965,1417.0,0.657
12208,野田市,152573,47075,3497,862.0,47075,152573,21198,0.4503,63484,0.4161,34337,0.7294,0.2391,11250.0,0.531
03201,盛岡市,289686,79978,6480,790.0,79978,289686,35936,0.4493,117813,0.4067,57702,0.7215,0.2474,19800.0,0.551
11301,伊奈町,44537,10819,673,1029.0,10819,44537,4846,0.4479,17847,0.4007,8522,0.7877,0.2785,3042.0,0.622
01219,紋別市,21215,7700,911,541.0,7700,21211,3446,0.4475,9517,0.4487,5664,0.7356,0.3124,2405.0,0.698
04321,大河原町,23677,6568,628,669.0,6568,23677,2932,0.4464,9364,0.3955,5192,0.7905,0.2221,1448.0,0.498
14341,大磯町,31606,10811,525,1318.0,10811,31603,4823,0.4461,13379,0.4233,7039,0.6511,0.3744,4063.0,0.839
47212,豊見城市,65474,12952,687,1207.0,12952,65474,5772,0.4456,27529,0.4205,8041,0.6208,0.1284,1634.0,0.288
43442,嘉島町,9602,2552,329,496.0,2552,9602,1137,0.4455,3812,0.397,1810,0.7092,0.2414,611.0,0.542
23237,あま市,85882,22772,1319,1105.0,22772,85882,10127,0.4447,36060,0.4199,19653,0.863,0.2904,6689.0,0.653
47324,読谷村,41196,9050,633,915.0,9050,41196,4024,0.4446,20115,0.4883,5254,0.5806,0.1616,1462.0,0.363
44201,大分市,475499,129205,8161,1013.0,129203,475471,57432,0.4445,193263,0.4065,91316,0.7068,0.2332,30154.0,0.525
01486,遠別町,2520,1036,211,314.0,1036,2520,459,0.4431,1226,0.4865,611,0.5898,0.3053,316.0,0.689
01223,根室市,24610,8646,1132,489.0,8646,24602,3825,0.4424,11221,0.4561,7269,0.8407,0.2792,2414.0,0.631
14362,大井町,17071,4944,364,869.0,4944,17071,2177,0.4403,7199,0.4217,4114,0.8321,0.259,1285.0,0.588
23203,一宮市,379715,102453,5798,1131.0,102453,379715,45114,0.4403,152260,0.401,80454,0.7853,0.3017,30936.0,0.685
16202,高岡市,166498,54985,4884,721.0,54985,166494,24186,0.4399,70435,0.423,42344,0.7701,0.2151,11822.0,0.489
10203,桐生市,106018,38266,3320,738.0,38266,106018,16800,0.439,46870,0.4421,28925,0.7559,0.2153,8267.0,0.49
23224,知多市,84205,23474,1213,1239.0,23467,84123,10279,0.438,34612,0.4114,17163,0.7314,0.3416,8014.0,0.78
31204,境港市,32704,10729,767,895.0,10729,32704,4697,0.4378,13854,0.4236,7689,0.7167,0.2345,2518.0,0.536
14301,葉山町,31618,10094,529,1221.0,10094,31618,4412,0.4371,12583,0.398,5643,0.559,0.3953,3981.0,0.904
29424,上牧町,21216,7558,261,1853.0,7558,21216,3295,0.436,11152,0.5256,5712,0.7558,0.3247,2527.0,0.745
15100,新潟市,789213,230965,13976,1058.0,230965,789213,100309,0.4343,323106,0.4094,169848,0.7354,0.2081,48067.0,0.479
23207,豊川市,184690,48233,3671,841.0,48224,184663,20935,0.4341,70942,0.3842,38044,0.7889,0.2578,12437.0,0.594
41203,鳥栖市,74351,18007,1359,848.0,18007,74351,7799,0.4331,28739,0.3865,13904,0.7721,0.2719,4877.0,0.628
10204,伊勢崎市,211896,53124,5497,619.0,53124,211896,22990,0.4328,87283,0.4119,41578,0.7827,0.1927,10227.0,0.445
47350,南風原町,40603,8054,446,1156.0,8054,40603,3483,0.4325,14843,0.3656,6622,0.8222,0.1999,1571.0,0.462
40203,久留米市,302953,79971,6178,828.0,79971,302953,34542,0.4319,116541,0.3847,56025,0.7006,0.3177,25432.0,0.736
01487,天塩町,2950,1099,263,267.0,1099,2950,473,0.4304,1389,0.4708,688,0.626,0.3128,343.0,0.727
01468,下川町,3126,1257,270,298.0,1257,3126,540,0.4296,1530,0.4894,580,0.4614,0.307,386.0,0.715
14211,秦野市,162294,48499,2144,1448.0,48499,162294,20836,0.4296,64628,0.3982,37540,0.774,0.3148,15274.0,0.733
27222,羽曳野市,109336,33499,1016,2110.0,33499,109336,14345,0.4282,45955,0.4203,21677,0.6471,0.2475,8245.0,0.578
40202,大牟田市,111292,41240,2292,1152.0,41240,111292,17625,0.4274,44480,0.3997,30153,0.7312,0.297,12263.0,0.695
10201,前橋市,331869,96170,9765,630.0,96170,331869,41090,0.4273,135732,0.409,74385,0.7735,0.2179,21007.0,0.51
27301,島本町,31129,8482,233,2330.0,8482,31129,3623,0.4271,12527,0.4024,5382,0.6345,0.2695,2288.0,0.631
01543,美幌町,18697,6709,857,501.0,6709,18697,2863,0.4267,8354,0.4468,5085,0.7579,0.2358,1583.0,0.553
30201,和歌山市,357281,110078,5650,1247.0,109988,357052,46923,0.4266,150327,0.421,77035,0.7004,0.2791,30689.0,0.654
23362,扶桑町,34459,9086,537,1083.0,9086,34459,3875,0.4265,13173,0.3823,7228,0.7955,0.3267,2938.0,0.766
27213,泉佐野市,100135,26160,1339,1250.0,26160,100135,11108,0.4246,39442,0.3939,18263,0.6981,0.3105,8146.0,0.731
12222,我孫子市,130846,39966,1347,1899.0,39966,130846,16948,0.4241,51179,0.3911,29598,0.7406,0.3239,12917.0,0.764
25208,栗東市,69019,13261,1080,786.0,13261,69019,5622,0.4239,26589,0.3852,10619,0.8008,0.2888,3795.0,0.681
28216,高砂市,88035,25681,1132,1452.0,25681,88035,10881,0.4237,36248,0.4117,19068,0.7425,0.3071,7862.0,0.725
22130,浜松市,790722,220913,17711,798.0,220913,790722,93571,0.4236,299126,0.3783,153789,0.6962,0.2745,60638.0,0.648
01203,小樽市,111229,45382,2297,1264.0,45382,111229,19203,0.4231,46836,0.4211,31124,0.6858,0.3553,16141.0,0.84
36201,徳島市,252338,70792,5014,904.0,70792,252338,29826,0.4213,99537,0.3945,49370,0.6974,0.2929,20740.0,0.695
23208,津島市,61007,18394,1182,996.0,18394,61007,7747,0.4212,23846,0.3909,14071,0.765,0.2801,5125.0,0.665
14204,鎌倉市,172997,53513,1885,1817.0,53513,172997,22535,0.4211,68042,0.3933,37953,0.7092,0.3989,21290.0,0.947
22214,藤枝市,141524,42621,3090,883.0,42621,141524,17944,0.421,56817,0.4015,32182,0.7551,0.2577,10980.0,0.612
22206,三島市,107474,31578,1527,1324.0,31578,107474,13282,0.4206,41598,0.3871,22933,0.7262,0.2884,9134.0,0.686
11239,坂戸市,99868,29196,1528,1223.0,29196,99868,12260,0.4199,37412,0.3746,20339,0.6966,0.2347,6908.0,0.559
47313,宜野座村,5836,1486,276,345.0,1486,5832,622,0.4186,2489,0.4268,931,0.6265,0.2457,366.0,0.587
01214,稚内市,33538,11027,1080,653.0,11014,33490,4608,0.4184,14256,0.4257,8111,0.7364,0.3433,3785.0,0.821
18201,福井市,262368,75812,5983,811.0,75800,262336,31603,0.4169,98457,0.3753,56904,0.7507,0.2826,21420.0,0.678
30361,湯浅町,11058,4071,344,757.0,4071,11058,1674,0.4112,4973,0.4497,1833,0.4503,0.2765,1131.0,0.672
11211,本庄市,78762,22694,2181,666.0,22694,78762,9294,0.4095,31239,0.3966,17042,0.7509,0.2117,4798.0,0.517
14401,愛川町,40016,11987,746,1028.0,11987,40016,4907,0.4094,14754,0.3687,8096,0.6754,0.2698,3223.0,0.659
13205,青梅市,133480,42506,1929,1410.0,42506,133480,17397,0.4093,45712,0.3425,27340,0.6432,0.3765,15997.0,0.92
01208,北見市,115477,38847,3904,637.0,38847,115477,15891,0.4091,45921,0.3977,30313,0.7803,0.2674,10385.0,0.654
40345,新宮町,32849,6344,418,971.0,6344,32847,2589,0.4081,10252,0.3121,5116,0.8064,0.239,1440.0,0.586
22210,富士市,245444,69319,4506,985.0,69319,245444,28230,0.4072,97146,0.3958,50313,0.7258,0.2396,16607.0,0.588
09201,宇都宮市,518536,129846,10922,761.0,129846,518536,52832,0.4069,194849,0.3758,97653,0.7521,0.2517,32690.0,0.619
40231,那珂川市,49719,11636,765,973.0,11636,49719,4714,0.4051,14784,0.2974,6253,0.5374,0.2414,2826.0,0.596
01408,余市町,17905,7218,838,551.0,7208,17887,2915,0.4044,7150,0.3997,4842,0.6718,0.3334,2421.0,0.824
08201,水戸市,270798,70883,7192,631.0,70883,270798,28647,0.4041,101239,0.3739,53648,0.7569,0.2633,18676.0,0.652
04211,岩沼市,43977,11739,981,766.0,11739,43977,4735,0.4034,16119,0.3665,10521,0.8962,0.1994,2344.0,0.494
37403,琴平町,8444,3463,325,682.0,3463,8444,1393,0.4023,3867,0.458,1938,0.5596,0.3003,1042.0,0.747
25206,草津市,143993,30026,1708,1125.0,30026,143993,12017,0.4002,49856,0.3462,21469,0.715,0.3378,10153.0,0.844
12232,白井市,62494,17147,1069,1027.0,17147,62494,6848,0.3994,21587,0.3454,11553,0.6738,0.2234,3821.0,0.559
21201,岐阜市,402663,113095,6868,1054.0,113095,402663,44840,0.3965,149837,0.3721,81648,0.7219,0.2678,30286.0,0.675
46201,鹿児島市,592696,158614,9563,1062.0,158577,592590,62768,0.3958,201705,0.3404,101823,0.6421,0.2647,42036.0,0.669
11201,川越市,353886,89087,4262,1338.0,89087,353886,35218,0.3953,132375,0.3741,57511,0.6456,0.2749,24479.0,0.695
04216,富谷市,51080,10994,786,895.0,10994,51080,4341,0.3949,21809,0.427,8992,0.8179,0.233,2597.0,0.59
06201,山形市,247555,72247,4787,966.0,72247,247555,28528,0.3949,88911,0.3592,46929,0.6496,0.2307,16688.0,0.584
23219,小牧市,148521,37196,2346,1015.0,37196,148521,14612,0.3928,52379,0.3527,26648,0.7164,0.2593,9637.0,0.66
01211,網走市,35748,11256,1412,510.0,11256,35748,4418,0.3925,15272,0.4272,7728,0.6866,0.318,3580.0,0.81
14208,逗子市,56916,17910,601,1907.0,17910,56916,7014,0.3916,21729,0.3818,11030,0.6159,0.4222,7578.0,1.078
01393,黒松内町,2791,1085,270,257.0,1085,2791,424,0.3908,1188,0.4257,802,0.7392,0.4028,444.0,1.031
23447,武豊町,43849,10865,769,904.0,10865,43847,4223,0.3887,15356,0.3502,8820,0.8118,0.3183,3436.0,0.819
22424,吉田町,28849,7461,755,632.0,7461,28849,2899,0.3886,11257,0.3902,5301,0.7105,0.2331,1740.0,0.6
23202,岡崎市,383815,89481,6064,944.0,89481,383815,34746,0.3883,137722,0.3588,66763,0.7461,0.2479,22234.0,0.638
40343,志免町,45205,10818,450,1539.0,10818,45205,4180,0.3864,13254,0.2932,5597,0.5174,0.2475,2731.0,0.641
30207,新宮市,27171,10120,745,869.0,10120,27171,3897,0.3851,10067,0.3705,6372,0.6296,0.3106,3140.0,0.807
01470,音威子府村,706,213,63,216.0,213,706,82,0.385,217,0.3074,93,0.4366,0.4198,87.0,1.09
22212,焼津市,136723,40836,2881,907.0,40836,136723,15721,0.385,49603,0.3628,25128,0.6153,0.2574,10520.0,0.669
13201,八王子市,579265,153512,5336,1841.0,153512,579265,58959,0.3841,203842,0.3519,105352,0.6863,0.3981,61105.0,1.036
12228,四街道市,93566,27037,1284,1348.0,27037,93566,10369,0.3835,31733,0.3392,19448,0.7193,0.2598,7032.0,0.677
11324,三芳町,39165,11643,495,1505.0,11643,39165,4452,0.3824,11745,0.2999,6493,0.5577,0.1969,2270.0,0.515
40221,太宰府市,73156,20153,883,1461.0,20153,73156,7653,0.3797,27797,0.38,13075,0.6488,0.34,6912.0,0.895
23214,蒲郡市,79573,23414,1522,985.0,23343,79209,8853,0.3793,28551,0.3605,17343,0.743,0.2866,6709.0,0.756
01513,中頓別町,1637,660,139,304.0,660,1637,248,0.3758,690,0.4215,511,0.7742,0.3937,258.0,1.048
23223,大府市,94031,20034,1330,964.0,20034,94031,7522,0.3755,29773,0.3166,15452,0.7713,0.3143,6262.0,0.837
40219,大野城市,102288,22747,846,1721.0,22747,102288,8533,0.3751,31350,0.3065,15151,0.6661,0.2509,5615.0,0.669
13303,瑞穂町,31662,9442,540,1119.0,9442,31662,3536,0.3745,11748,0.371,7363,0.7798,0.424,4035.0,1.132
34100,広島市,1201486,301090,13295,1449.0,300606,1200682,112143,0.3731,374867,0.3122,179237,0.5963,0.2517,75728.0,0.675
19210,甲斐市,75117,18972,1448,839.0,18972,75117,7071,0.3727,26885,0.3579,16041,0.8455,0.2279,4351.0,0.612
27230,交野市,75670,21844,713,1961.0,21844,75670,8136,0.3725,28269,0.3736,13348,0.6111,0.2934,6331.0,0.788
34304,海田町,29320,6961,306,1456.0,6961,29320,2575,0.3699,9919,0.3383,4362,0.6266,0.1607,1135.0,0.435
11215,狭山市,149302,47651,1830,1666.0,47651,149302,17552,0.3683,53112,0.3557,33526,0.7036,0.299,14248.0,0.812
27204,池田市,105382,27826,716,2487.0,27826,105382,10239,0.368,36987,0.351,16484,0.5924,0.2532,7036.0,0.688
26209,長岡京市,80359,21969,585,2403.0,21969,80359,8028,0.3654,28243,0.3515,15777,0.7181,0.3542,7800.0,0.969
43100,熊本市,738109,190945,11140,1097.0,190889,737989,69673,0.365,243088,0.3294,124361,0.6515,0.2587,49423.0,0.709
21303,笠松町,22147,6177,430,919.0,6177,22147,2253,0.3647,8047,0.3633,3925,0.6354,0.2755,1711.0,0.755
23201,豊橋市,372301,95867,6932,885.0,95865,372263,34940,0.3645,131907,0.3543,64721,0.6751,0.235,22500.0,0.645
14214,伊勢原市,102449,26784,1492,1149.0,26784,102449,9747,0.3639,33348,0.3255,19501,0.7281,0.3344,8888.0,0.919
04209,多賀城市,63116,15429,720,1371.0,15429,63116,5574,0.3613,21563,0.3416,12437,0.8061,0.2527,3914.0,0.699
23217,江南市,98595,26649,1585,1076.0,26649,98595,9627,0.3613,31609,0.3206,19342,0.7258,0.3219,8572.0,0.891
