市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口,圏外率,圏外総人口,圏外率_総人口,スーパー圏外65歳以上人口,スーパー圏外率,農水省_困難人口割合,農水省_困難人口,比_農水省÷本推計
24208,名張市,76135,24768,1918,826.0,24768,76135,18647,0.7529,56011,0.7357,22771,0.9194,0.2519,6257.0,0.335
05204,大館市,69238,26996,3051,566.0,26996,69238,20314,0.7525,50048,0.7228,24681,0.9142,0.3731,10074.0,0.496
46208,出水市,51871,17328,3069,361.0,17328,51861,13028,0.7518,37569,0.7244,15266,0.881,0.3364,5844.0,0.447
07522,小野町,9466,3390,1120,194.0,3390,9466,2548,0.7516,7276,0.7686,2988,0.8814,0.2032,688.0,0.27
44462,玖珠町,14358,5519,1143,309.0,5519,14358,4148,0.7516,10137,0.706,4836,0.8762,0.2604,1439.0,0.346
01575,壮瞥町,2740,1239,246,322.0,1239,2740,931,0.7514,2012,0.7343,1096,0.8846,0.4092,506.0,0.545
18404,南越前町,9921,3747,593,404.0,3747,9918,2814,0.751,8028,0.8094,3543,0.9456,0.296,1115.0,0.394
05203,横手市,85524,33397,4990,428.0,33397,85524,25050,0.7501,62329,0.7288,30019,0.8989,0.335,11188.0,0.447
20409,平谷村,385,124,52,153.0,124,385,93,0.75,289,0.7506,124,1.0,0.4114,54.0,0.549
32207,江津市,22954,9012,1557,370.0,9012,22954,6757,0.7498,16335,0.7116,7990,0.8866,0.3404,3067.0,0.454
01581,厚真町,4432,1618,609,170.0,1618,4432,1213,0.7497,3189,0.7195,1363,0.8424,0.323,521.0,0.431
26213,南丹市,31610,11142,2160,330.0,11142,31610,8350,0.7494,22152,0.7008,9505,0.8531,0.3756,4183.0,0.501
34209,三次市,50664,18556,4694,253.0,18556,50664,13906,0.7494,34796,0.6868,15695,0.8458,0.269,4959.0,0.359
41205,伊万里市,52594,16922,2648,409.0,16868,52429,12635,0.7491,36100,0.6886,15283,0.906,0.2159,3653.0,0.288
21604,白川村,1511,502,114,282.0,502,1511,376,0.749,1069,0.7075,441,0.8785,0.3231,162.0,0.431
05361,五城目町,8555,4099,558,470.0,4099,8555,3060,0.7465,6097,0.7127,3291,0.8029,0.4078,1647.0,0.546
46215,薩摩川内市,92312,29684,5599,339.0,29672,92294,22146,0.7464,63896,0.6923,26688,0.8994,0.3634,10793.0,0.487
26203,綾部市,31845,12316,2122,371.0,12316,31845,9190,0.7462,21844,0.6859,10522,0.8543,0.3552,4374.0,0.476
33216,浅口市,32527,11949,1499,510.0,11949,32527,8909,0.7456,22855,0.7026,10644,0.8908,0.3111,3748.0,0.417
13401,八丈町,7041,2801,601,298.0,2801,7041,2087,0.7451,5099,0.7242,2093,0.7472,0.521,1459.0,0.699
46530,徳之島町,9977,3317,449,473.0,3310,9928,2465,0.7447,7094,0.7145,2961,0.8946,0.475,1600.0,0.638
37406,まんのう町,17390,6671,1811,236.0,6671,17390,4967,0.7446,12906,0.7422,5822,0.8727,0.2088,1387.0,0.28
07210,二本松市,53545,18377,4668,252.0,18377,53545,13683,0.7446,38981,0.728,15997,0.8705,0.2031,3739.0,0.273
12349,東庄町,13102,5162,760,435.0,5162,13102,3842,0.7443,9578,0.731,4812,0.9322,0.161,835.0,0.216
11383,神川町,13242,4409,781,361.0,4409,13242,3280,0.7439,9888,0.7467,3749,0.8503,0.2009,880.0,0.27
16322,上市町,19353,7210,1051,439.0,7210,19353,5359,0.7433,14170,0.7322,6421,0.8906,0.2271,1635.0,0.305
31384,日吉津村,3470,980,104,603.0,980,3470,728,0.7429,2747,0.7916,860,0.8776,0.2011,198.0,0.271
16208,砺波市,48041,14514,3235,287.0,14514,48041,10781,0.7428,33119,0.6894,12923,0.8904,0.2119,3093.0,0.285
21219,郡上市,38997,14608,3198,292.0,14608,38997,10851,0.7428,29435,0.7548,13371,0.9153,0.2994,4375.0,0.403
20220,安曇野市,94239,29858,4632,413.0,29858,94239,22174,0.7426,70164,0.7445,26553,0.8893,0.2105,6302.0,0.284
01609,えりも町,4319,1432,336,273.0,1432,4314,1063,0.7423,3164,0.7334,1241,0.8666,0.2813,405.0,0.379
30391,みなべ町,11816,3932,711,354.0,3920,11787,2909,0.7421,8793,0.746,2976,0.7592,0.3082,1211.0,0.415
43505,多良木町,9048,3844,913,269.0,3844,9048,2851,0.7417,6554,0.7244,3289,0.8556,0.3159,1225.0,0.426
01691,別海町,14336,3974,1422,179.0,3974,14328,2945,0.7411,10906,0.7612,3355,0.8442,0.1987,793.0,0.268
21361,垂井町,26409,8277,765,692.0,8277,26409,6130,0.7406,18897,0.7156,7476,0.9032,0.2638,2184.0,0.356
21521,御嵩町,17605,5552,720,494.0,5552,17605,4112,0.7406,12250,0.6958,5248,0.9452,0.2794,1555.0,0.377
29443,下市町,5045,2352,441,341.0,2352,5045,1741,0.7402,3784,0.75,2278,0.9685,0.3417,806.0,0.462
20214,茅野市,56389,17045,2546,428.0,17045,56389,12598,0.7391,39477,0.7001,15136,0.888,0.2534,4324.0,0.343
10211,安中市,54910,19810,2996,423.0,19810,54910,14634,0.7387,38310,0.6977,18063,0.9118,0.2188,4323.0,0.296
21218,本巣市,33190,9842,1481,425.0,9842,33190,7270,0.7387,23722,0.7147,8680,0.8819,0.2477,2487.0,0.335
20212,大町市,26034,9925,1885,337.0,9925,26034,7331,0.7386,19324,0.7423,9334,0.9405,0.2332,2307.0,0.316
04445,加美町,21949,8142,1635,319.0,8142,21949,6013,0.7385,15129,0.6893,6823,0.838,0.2007,1633.0,0.272
24543,紀北町,14459,6633,728,583.0,6633,14459,4898,0.7384,10535,0.7286,5133,0.7739,0.3136,2097.0,0.425
21215,山県市,25376,9147,1428,410.0,9147,25376,6753,0.7383,18431,0.7263,8084,0.8838,0.2487,2267.0,0.337
44207,津久見市,15895,7097,557,815.0,7063,15745,5212,0.7379,11201,0.7114,6171,0.8737,0.3112,2252.0,0.422
01362,上ノ国町,4266,1859,325,366.0,1859,4266,1371,0.7375,2770,0.6493,1495,0.8042,0.4079,762.0,0.553
43215,天草市,73983,30138,4986,387.0,29909,73277,22045,0.7371,50090,0.6836,25321,0.8466,0.3836,11897.0,0.521
06301,山辺町,13747,4676,469,638.0,4676,13747,3444,0.7365,9753,0.7095,3982,0.8516,0.1756,828.0,0.238
04501,涌谷町,15364,5767,1207,306.0,5767,15364,4246,0.7363,11006,0.7163,4977,0.863,0.226,1310.0,0.307
46214,垂水市,13643,5852,699,536.0,5827,13583,4285,0.7354,9495,0.699,5382,0.9236,0.3933,2320.0,0.535
43208,山鹿市,49045,18611,2901,411.0,18611,49045,13684,0.7353,33869,0.6906,15713,0.8443,0.2967,5519.0,0.404
43206,玉名市,64223,22020,3160,446.0,22020,64223,16192,0.7353,43940,0.6842,18940,0.8601,0.2886,6345.0,0.393
28229,たつの市,74407,22955,2711,542.0,22955,74396,16871,0.735,49674,0.6677,20541,0.8948,0.3235,7427.0,0.44
01646,本別町,6620,2759,631,280.0,2759,6620,2028,0.735,4678,0.7066,2257,0.8181,0.2722,750.0,0.37
10382,下仁田町,6576,3336,606,352.0,3336,6576,2451,0.7347,4850,0.7375,2931,0.8786,0.1895,633.0,0.258
19368,富士川町,14258,4942,577,548.0,4942,14258,3631,0.7347,10319,0.7237,4269,0.8638,0.2783,1372.0,0.379
29208,御所市,24377,10170,1096,594.0,10170,24377,7471,0.7346,17432,0.7151,8807,0.866,0.3272,3305.0,0.445
06302,中山町,10747,3828,346,708.0,3828,10747,2811,0.7343,7369,0.6857,3701,0.9668,0.1767,678.0,0.241
12403,九十九里町,14719,5958,873,437.0,5958,14719,4375,0.7343,10964,0.7449,5266,0.8839,0.2202,1304.0,0.3
12410,横芝光町,22184,8317,1549,344.0,8317,22184,6106,0.7342,16405,0.7395,7522,0.9044,0.2045,1696.0,0.279
33205,笠岡市,45854,16998,2228,488.0,16926,45672,12420,0.7338,30590,0.6698,14287,0.8441,0.3198,5457.0,0.436
01665,弟子屈町,6947,2871,694,265.0,2871,6947,2106,0.7335,5087,0.7323,2565,0.8934,0.3346,955.0,0.456
17207,羽咋市,20348,8208,1003,524.0,8208,20348,6016,0.7329,14594,0.7172,7238,0.8818,0.2096,1725.0,0.286
28221,丹波篠山市,39601,13870,2836,313.0,13870,39601,10165,0.7329,27690,0.6992,12267,0.8844,0.3885,5385.0,0.53
24209,尾鷲市,16138,7040,504,894.0,7040,16138,5155,0.7322,11326,0.7018,5517,0.7837,0.2859,2036.0,0.39
28213,西脇市,38658,12971,1557,533.0,12971,38658,9497,0.7322,27709,0.7168,11345,0.8746,0.3176,4120.0,0.434
19429,鳴沢村,2810,959,198,310.0,959,2810,702,0.732,2011,0.7157,902,0.9406,0.2129,204.0,0.291
01436,雨竜町,2389,1015,257,253.0,1015,2389,743,0.732,1822,0.7627,1015,1.0,0.2476,250.0,0.338
08210,下妻市,42528,12052,1994,387.0,12052,42528,8819,0.7317,30147,0.7089,11236,0.9323,0.1644,1980.0,0.225
20383,箕輪町,24968,7163,1041,440.0,7163,24968,5239,0.7314,17293,0.6926,6221,0.8685,0.1995,1430.0,0.273
29207,五條市,27865,10388,1776,374.0,10388,27865,7596,0.7312,20091,0.721,8529,0.821,0.2507,2597.0,0.343
01222,三笠市,8014,3808,495,492.0,3808,8014,2784,0.7311,5917,0.7383,3757,0.9866,0.4662,1780.0,0.638
07205,白河市,59451,17597,2774,406.0,17597,59451,12866,0.7311,41640,0.7004,15288,0.8688,0.2219,3893.0,0.303
45382,国富町,18385,6861,1100,399.0,6861,18385,5015,0.7309,12986,0.7063,5398,0.7868,0.2377,1629.0,0.325
01345,森町,14276,5520,1004,352.0,5515,14260,4030,0.7307,10142,0.7112,4764,0.8638,0.278,1538.0,0.38
43364,玉東町,5030,1762,364,310.0,1762,5030,1287,0.7304,3682,0.732,1649,0.9359,0.2867,525.0,0.392
01642,広尾町,6385,2519,402,401.0,2519,6385,1840,0.7304,4510,0.7063,2290,0.9091,0.2845,716.0,0.39
01427,由仁町,4818,2056,651,202.0,2056,4818,1501,0.7301,3591,0.7453,1825,0.8876,0.2646,541.0,0.363
21501,坂祝町,8128,2277,311,469.0,2277,8128,1660,0.729,5847,0.7194,2194,0.9635,0.2866,646.0,0.393
08230,かすみがうら市,40151,12836,2370,347.0,12836,40151,9351,0.7285,26500,0.66,11585,0.9025,0.2367,3025.0,0.325
46203,鹿屋市,101116,29906,5674,337.0,29900,101082,21778,0.7284,65722,0.6502,26349,0.8812,0.3647,10916.0,0.501
05210,由利本荘市,74702,27786,4345,409.0,27786,74698,20237,0.7283,50187,0.6719,22497,0.8097,0.3162,8785.0,0.434
12218,勝浦市,16814,7261,1201,387.0,7261,16814,5287,0.7281,11789,0.7011,6472,0.8913,0.381,2777.0,0.523
23221,新城市,44365,16026,2899,354.0,16026,44365,11667,0.728,30911,0.6967,14239,0.8885,0.2648,4245.0,0.364
16323,立山町,24858,8302,1555,342.0,8302,24858,6043,0.7279,18366,0.7388,7796,0.9391,0.2459,2034.0,0.338
24210,亀山市,49865,12762,1616,505.0,12762,49865,9288,0.7278,36233,0.7266,10826,0.8483,0.2322,2966.0,0.319
12235,匝瑳市,35032,12707,2337,348.0,12707,35032,9239,0.7271,26221,0.7485,11734,0.9234,0.1815,2283.0,0.25
18208,あわら市,27591,9382,1119,537.0,9382,27591,6822,0.7271,19902,0.7213,8665,0.9236,0.3,2805.0,0.413
37341,三木町,26911,8429,1526,354.0,8429,26911,6127,0.7269,18597,0.6911,7535,0.8939,0.2428,2050.0,0.334
43214,阿蘇市,24919,10032,1813,354.0,10032,24919,7289,0.7266,18609,0.7468,8772,0.8744,0.305,3065.0,0.42
34212,東広島市,196457,45688,8434,347.0,45668,196410,33148,0.7258,116636,0.5938,39859,0.8728,0.3309,15134.0,0.456
45204,日南市,50737,19556,2547,491.0,19552,50709,14182,0.7253,35861,0.7072,16491,0.8434,0.2943,5769.0,0.406
02381,板柳町,12737,4826,632,489.0,4826,12737,3495,0.7242,9187,0.7213,3930,0.8143,0.3717,1792.0,0.513
40402,鞍手町,15080,5932,696,545.0,5932,15080,4293,0.7237,10826,0.7179,4806,0.8102,0.2871,1698.0,0.397
24215,志摩市,45718,18709,2487,481.0,18673,45588,13513,0.7237,32742,0.7182,16523,0.8849,0.2871,5403.0,0.397
09206,日光市,77674,27850,4782,373.0,27850,77674,20147,0.7234,55770,0.718,24096,0.8652,0.2768,7709.0,0.383
24324,東員町,25892,8101,621,835.0,8101,25892,5857,0.723,17623,0.6806,7027,0.8674,0.1778,1424.0,0.246
20209,伊那市,66143,20668,3513,377.0,20668,66143,14939,0.7228,46043,0.6961,18431,0.8918,0.1978,4087.0,0.274
39211,香南市,32122,10513,1540,437.0,10513,32122,7599,0.7228,22685,0.7062,8849,0.8417,0.2298,2402.0,0.318
40212,大川市,33006,11659,1191,627.0,11659,33006,8426,0.7227,23837,0.7222,10583,0.9077,0.2977,3511.0,0.412
01639,更別村,3080,977,303,206.0,977,3080,706,0.7226,2183,0.7088,846,0.8659,0.2421,235.0,0.335
11346,川島町,19366,6965,893,499.0,6965,19366,5029,0.722,13521,0.6982,6597,0.9472,0.2153,1501.0,0.298
08211,常総市,60824,18333,3033,387.0,18333,60824,13235,0.7219,41917,0.6892,15412,0.8407,0.2201,4032.0,0.305
43210,菊池市,46291,15728,2195,459.0,15728,46291,11354,0.7219,31813,0.6872,14189,0.9021,0.2802,4429.0,0.388
13305,日の出町,17055,6422,435,945.0,6422,17055,4628,0.7206,11862,0.6955,5611,0.8737,0.4308,2816.0,0.598
04361,亘理町,33097,10389,1401,475.0,10389,33097,7486,0.7206,23111,0.6983,9302,0.8954,0.2355,2446.0,0.327
04205,気仙沼市,61060,23398,3883,386.0,23398,61058,16859,0.7205,43079,0.7055,20000,0.8548,0.2876,6741.0,0.399
40220,宗像市,96936,28248,2241,807.0,28248,96936,20341,0.7201,65952,0.6804,24322,0.861,0.3466,9801.0,0.481
30208,紀の川市,58867,19370,2956,419.0,19370,58867,13932,0.7193,41771,0.7096,16939,0.8745,0.3035,5903.0,0.422
09210,大田原市,72710,20792,4745,280.0,20792,72710,14946,0.7188,50096,0.689,18259,0.8782,0.2852,5910.0,0.397
02362,大鰐町,8679,3778,408,593.0,3778,8679,2715,0.7186,6323,0.7285,2930,0.7755,0.3717,1402.0,0.517
01430,月形町,3688,1374,363,242.0,1374,3688,987,0.7183,2925,0.7931,1276,0.9287,0.3116,429.0,0.434
37207,東かがわ市,28174,11939,1771,431.0,11916,28151,8559,0.7183,20110,0.7144,10846,0.9102,0.2619,3140.0,0.365
41206,武雄市,47921,15076,2541,380.0,15076,47921,10823,0.7179,32028,0.6683,12546,0.8322,0.2066,3112.0,0.288
01218,赤平市,9700,4661,509,586.0,4661,9700,3345,0.7177,6630,0.6835,4051,0.8691,0.3811,1779.0,0.531
01432,新十津川町,6484,2653,556,305.0,2653,6484,1902,0.7169,4379,0.6754,2207,0.8319,0.3422,912.0,0.477
30406,すさみ町,3653,1782,347,329.0,1782,3643,1277,0.7166,2857,0.7842,1456,0.8171,0.4124,740.0,0.576
04208,角田市,27974,9980,2166,295.0,9980,27974,7149,0.7163,18783,0.6714,8621,0.8638,0.2144,2147.0,0.299
36341,石井町,24908,8195,1037,506.0,8195,24908,5869,0.7162,16787,0.674,7126,0.8696,0.2834,2324.0,0.396
08222,鹿嶋市,66926,20718,2900,457.0,20718,66926,14836,0.7161,44891,0.6708,18992,0.9167,0.2993,6207.0,0.418
01601,日高町,11279,4081,1069,244.0,4081,11279,2921,0.7158,8037,0.7126,3944,0.9664,0.3211,1304.0,0.449
45383,綾町,6920,2542,459,354.0,2542,6920,1819,0.7156,4617,0.6672,2119,0.8336,0.2266,579.0,0.317
22461,森町,17439,6162,941,419.0,6162,17439,4408,0.7154,12491,0.7163,5168,0.8387,0.2704,1622.0,0.378
07547,浪江町,1925,576,364,101.0,576,1925,412,0.7153,1359,0.706,567,0.9844,0.058,33.0,0.081
01456,愛別町,2605,1206,285,271.0,1206,2605,862,0.7148,1770,0.6795,903,0.7488,0.3009,363.0,0.421
36489,東みよし町,13637,4986,857,372.0,4986,13637,3563,0.7146,9363,0.6866,4340,0.8704,0.2938,1460.0,0.411
11327,越生町,11022,3983,582,438.0,3983,11022,2846,0.7145,7726,0.701,3589,0.9011,0.2856,1138.0,0.4
32528,隠岐の島町,13211,5517,941,375.0,5467,13100,3906,0.7145,9809,0.7488,4696,0.859,0.4601,2563.0,0.644
01433,妹背牛町,2689,1274,262,311.0,1274,2689,910,0.7143,1983,0.7374,1040,0.8163,0.3838,487.0,0.537
30428,串本町,14850,6881,862,511.0,6870,14833,4907,0.7143,10534,0.7102,5507,0.8016,0.4796,3324.0,0.671
01559,湧別町,8270,3246,845,246.0,3246,8270,2316,0.7135,5769,0.6976,2909,0.8962,0.279,906.0,0.391
40503,大刀洗町,15524,4445,565,504.0,4445,15524,3171,0.7134,10453,0.6733,4005,0.901,0.2891,1258.0,0.405
07208,喜多方市,44756,16482,2485,424.0,16482,44756,11752,0.713,30663,0.6851,14313,0.8684,0.2168,3572.0,0.304
35212,柳井市,30570,11902,1767,431.0,11871,30534,8461,0.7127,20160,0.6602,10765,0.9068,0.2611,3134.0,0.366
20382,辰野町,18500,6969,877,509.0,6969,18500,4962,0.712,12672,0.685,5577,0.8003,0.1917,1342.0,0.269
01663,浜中町,5476,1755,574,196.0,1749,5459,1245,0.7118,3950,0.7236,1492,0.8531,0.2347,413.0,0.33
12223,鴨川市,31993,12310,2142,368.0,12290,31945,8748,0.7118,22046,0.6901,10766,0.876,0.3432,4247.0,0.482
06212,尾花沢市,14951,6225,1075,371.0,6225,14951,4430,0.7116,10080,0.6742,5080,0.8161,0.1936,1206.0,0.272
01511,猿払村,2604,617,225,176.0,617,2601,439,0.7115,1807,0.6947,491,0.7958,0.2933,180.0,0.412
33207,井原市,38351,14335,2614,351.0,14335,38351,10190,0.7108,25555,0.6663,11865,0.8277,0.3062,4396.0,0.431
36205,吉野川市,38734,14661,2081,451.0,14661,38734,10419,0.7107,27302,0.7049,13211,0.9011,0.3087,4528.0,0.434
03203,大船渡市,34713,13050,1980,422.0,13050,34701,9271,0.7104,23843,0.6871,11163,0.8554,0.2456,3206.0,0.346
37324,小豆島町,13553,6007,733,524.0,5973,13480,4243,0.7104,9542,0.7079,4856,0.813,0.3476,2127.0,0.489
41209,嬉野市,25853,9203,1538,383.0,9203,25853,6538,0.7104,17708,0.6849,7295,0.7927,0.2263,2086.0,0.319
01560,滝上町,2421,1077,233,296.0,1077,2421,765,0.7103,1723,0.7117,936,0.8691,0.4254,461.0,0.599
01586,むかわ町,7651,3110,846,235.0,3110,7651,2209,0.7103,5212,0.6812,2687,0.864,0.2758,861.0,0.388
15225,魚沼市,34483,12898,1977,418.0,12898,34483,9159,0.7101,23503,0.6816,10542,0.8173,0.2383,3074.0,0.336
20385,南箕輪村,15808,3712,618,384.0,3712,15808,2636,0.7101,11263,0.7125,3567,0.9609,0.1957,724.0,0.276
35204,萩市,44183,19372,2748,451.0,19356,44164,13742,0.71,29105,0.659,16501,0.8525,0.2666,5229.0,0.376
01405,積丹町,1829,859,180,305.0,854,1827,606,0.7096,1295,0.7088,854,1.0,0.454,390.0,0.64
43205,水俣市,23344,9519,1157,527.0,9519,23344,6755,0.7096,16125,0.6908,7237,0.7603,0.3304,3180.0,0.466
40544,広川町,20093,5999,670,573.0,5999,20093,4254,0.7091,13891,0.6913,5761,0.9603,0.318,1909.0,0.448
15208,小千谷市,34096,12072,1366,566.0,12072,34096,8556,0.7087,22965,0.6735,10322,0.855,0.199,2406.0,0.281
31370,湯梨浜町,16030,5138,618,532.0,5138,16030,3641,0.7086,10548,0.658,4200,0.8174,0.2593,1333.0,0.366
41345,上峰町,9129,2361,304,497.0,2361,9129,1673,0.7086,5568,0.6099,2051,0.8687,0.2175,527.0,0.307
47306,今帰仁村,8868,3020,689,281.0,3020,8806,2140,0.7086,5698,0.6471,2360,0.7815,0.2564,774.0,0.362
15210,十日町市,49820,19842,2598,489.0,19842,49820,14053,0.7082,33858,0.6796,17272,0.8705,0.2425,4810.0,0.342
37322,土庄町,12486,5453,707,494.0,5427,12391,3841,0.7078,8402,0.6781,4247,0.7826,0.3266,1805.0,0.461
10208,渋川市,74669,26290,3682,457.0,26290,74669,18606,0.7077,52912,0.7086,24191,0.9202,0.1868,4910.0,0.264
40207,柳川市,64379,21560,2399,575.0,21560,64379,15244,0.7071,45220,0.7024,19209,0.891,0.2875,6203.0,0.407
16210,南砺市,47878,18795,4146,290.0,18795,47878,13278,0.7065,33987,0.7099,15472,0.8232,0.207,3881.0,0.293
09386,高根沢町,29272,7434,1724,276.0,7434,29272,5250,0.7062,16340,0.5582,6145,0.8266,0.2653,1966.0,0.376
01552,佐呂間町,4875,1921,562,219.0,1921,4875,1356,0.7059,3507,0.7194,1822,0.9485,0.3212,618.0,0.455
08564,利根町,15270,6876,522,843.0,6876,15270,4850,0.7054,10439,0.6836,5903,0.8585,0.2912,2010.0,0.413
19425,山中湖村,5257,1767,459,246.0,1767,5257,1246,0.7051,3663,0.6968,1669,0.9445,0.1925,333.0,0.273
07301,桑折町,11517,4358,586,476.0,4358,11517,3071,0.7047,8102,0.7035,4111,0.9433,0.198,861.0,0.281
01463,占冠村,1306,308,108,183.0,308,1306,217,0.7045,863,0.6608,308,1.0,0.5478,167.0,0.778
04406,利府町,35354,8624,688,802.0,8624,35352,6067,0.7035,23385,0.6615,7422,0.8606,0.21,1816.0,0.298
25203,長浜市,113640,32353,3715,557.0,32353,113640,22753,0.7033,74051,0.6516,27403,0.847,0.3068,9925.0,0.436
01227,歌志内市,2990,1589,183,556.0,1589,2990,1117,0.703,1931,0.6458,1459,0.9182,0.4301,685.0,0.612
01331,松前町,6126,3205,374,548.0,3205,6106,2253,0.703,4213,0.69,2977,0.9289,0.4621,1509.0,0.657
19207,韮崎市,28976,8880,1356,419.0,8880,28976,6243,0.703,18959,0.6543,7724,0.8698,0.2729,2430.0,0.388
44206,臼杵市,35703,14664,1969,477.0,14648,35680,10298,0.703,23710,0.6645,12278,0.8382,0.2483,3682.0,0.353
28208,相生市,28288,10401,830,802.0,10401,28288,7310,0.7028,18423,0.6513,9142,0.879,0.3574,3722.0,0.509
38207,大洲市,40499,14911,2715,351.0,14906,40489,10464,0.702,26759,0.6609,12925,0.8671,0.2849,4261.0,0.406
40228,朝倉市,50294,17505,2448,458.0,17505,50294,12285,0.7018,33308,0.6623,15298,0.8739,0.2928,5130.0,0.417
25213,東近江市,112754,30175,3194,605.0,30175,112754,21162,0.7013,73753,0.6541,26097,0.8649,0.3229,9754.0,0.46
07209,相馬市,34857,10790,2050,337.0,10790,34857,7564,0.701,23462,0.6731,9457,0.8765,0.2348,2533.0,0.335
01399,京極町,2941,1110,227,313.0,1110,2941,778,0.7009,1934,0.6576,863,0.7775,0.2714,302.0,0.387
01461,中富良野町,4733,1746,523,214.0,1746,4733,1223,0.7005,3353,0.7084,1455,0.8333,0.276,478.0,0.394
01454,当麻町,6317,2669,678,252.0,2669,6317,1869,0.7003,4156,0.6579,2029,0.7602,0.2834,754.0,0.405
08228,坂東市,52314,15781,3516,287.0,15781,52314,11048,0.7001,35801,0.6843,13844,0.8773,0.1934,3050.0,0.276
01363,厚沢部町,3592,1535,421,233.0,1535,3592,1074,0.6997,2368,0.6592,1409,0.9179,0.295,454.0,0.422
30401,白浜町,20120,7978,1057,483.0,7969,20111,5575,0.6996,13967,0.6945,6186,0.7763,0.3979,3190.0,0.569
28205,洲本市,41178,15087,2547,379.0,15080,41153,10549,0.6995,28687,0.6971,12901,0.8555,0.4248,6444.0,0.607
01550,置戸町,2763,1255,303,265.0,1255,2763,877,0.6988,1974,0.7144,981,0.7817,0.2935,365.0,0.42
07213,伊達市,58122,20901,3663,365.0,20901,58122,14594,0.6982,37845,0.6511,18014,0.8619,0.2008,4219.0,0.288
26465,与謝野町,20036,7509,903,532.0,7509,20036,5242,0.6981,13366,0.6671,6039,0.8042,0.2956,2230.0,0.423
39301,東洋町,2154,1110,165,431.0,1103,2140,770,0.6981,1508,0.7047,770,0.6981,0.4459,498.0,0.639
26344,宇治田原町,8911,2681,355,483.0,2681,8911,1871,0.6979,6092,0.6836,2227,0.8307,0.2447,657.0,0.351
41341,基山町,17356,5524,449,787.0,5524,17356,3853,0.6975,11520,0.6637,5208,0.9428,0.2748,1469.0,0.394
01457,上川町,3500,1547,270,367.0,1547,3500,1078,0.6968,2285,0.6529,1227,0.7931,0.2958,459.0,0.425
46210,指宿市,38953,15409,1803,547.0,15400,38922,10719,0.696,25884,0.665,13028,0.846,0.3799,5855.0,0.546
01584,洞爺湖町,8427,3663,541,433.0,3663,8427,2549,0.6959,5901,0.7002,3466,0.9462,0.4112,1513.0,0.591
40210,八女市,60585,22022,3245,434.0,22022,60585,15321,0.6957,39287,0.6485,18839,0.8555,0.2796,6162.0,0.402
42204,諫早市,133468,40772,4528,576.0,40772,133464,28349,0.6953,88737,0.6649,33069,0.8111,0.3777,15448.0,0.543
20321,軽井沢町,19223,6163,1661,237.0,6163,19223,4282,0.6948,13872,0.7216,5426,0.8804,0.2401,1476.0,0.346
08227,筑西市,100646,31888,5056,404.0,31888,100646,22147,0.6945,67436,0.67,27477,0.8617,0.2159,6909.0,0.311
43368,長洲町,15324,5486,571,615.0,5486,15319,3810,0.6945,10852,0.7084,4230,0.7711,0.3201,1758.0,0.461
21204,多治見市,106608,33320,2263,942.0,33320,106608,23136,0.6944,71287,0.6687,28675,0.8606,0.2829,9428.0,0.407
16209,小矢部市,29062,10841,2284,304.0,10841,29062,7525,0.6941,19745,0.6794,10053,0.9273,0.1928,2086.0,0.278
05368,大潟村,3011,954,97,629.0,954,3011,661,0.6929,1980,0.6576,693,0.7264,0.2943,281.0,0.425
32202,浜田市,54555,19395,3794,327.0,19384,54466,13431,0.6929,36530,0.6707,16486,0.8505,0.3446,6702.0,0.497
01647,足寄町,6566,2603,580,287.0,2603,6566,1803,0.6927,4378,0.6668,2226,0.8552,0.2873,752.0,0.415
11362,皆野町,9302,3575,640,358.0,3575,9302,2476,0.6926,6271,0.6742,2841,0.7947,0.1804,645.0,0.26
10525,邑楽町,25688,8268,1023,517.0,8268,25688,5723,0.6922,16533,0.6436,7433,0.899,0.1806,1488.0,0.261
23231,田原市,59354,16707,2526,423.0,16707,59336,11565,0.6922,39211,0.6608,14381,0.8608,0.2694,4498.0,0.389
31302,岩美町,10757,4036,521,496.0,4036,10757,2793,0.692,7117,0.6616,3253,0.806,0.2587,1049.0,0.374
03215,奥州市,112936,39989,9409,272.0,39989,112936,27674,0.692,73142,0.6476,33662,0.8418,0.2069,8275.0,0.299
11408,寄居町,32200,10839,1618,429.0,10839,32200,7492,0.6912,22280,0.6919,9637,0.8891,0.2202,2401.0,0.319
