市区町村コード,市区町村名,総65歳以上人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種A,比_農水省÷変種C125
40382,水巻町,9263,5003,0.5401,7630,2774,0.2995,0.3345,3113.0,0.619,1.117
42201,長崎市,131704,71114,0.54,97130,42337,0.3215,0.4091,54245.0,0.758,1.273
14382,箱根町,4120,2221,0.5391,3309,1334,0.3238,0.4139,1705.0,0.768,1.278
17365,内灘町,7131,3843,0.5389,4618,900,0.1262,0.1974,1397.0,0.366,1.564
45201,宮崎市,110580,59537,0.5384,83948,30702,0.2776,0.2337,25849.0,0.434,0.842
05201,秋田市,95945,51564,0.5374,77307,26180,0.2729,0.314,30131.0,0.584,1.151
22210,富士市,69319,37155,0.536,55482,17084,0.2465,0.2396,16607.0,0.447,0.972
23207,豊川市,48233,25838,0.5357,39135,12221,0.2534,0.2578,12437.0,0.481,1.018
28201,姫路市,142302,76218,0.5356,115124,40161,0.2822,0.3343,47612.0,0.624,1.185
21201,岐阜市,113095,60510,0.535,90844,26886,0.2377,0.2678,30286.0,0.501,1.126
21303,笠松町,6177,3301,0.5344,5336,1754,0.284,0.2755,1711.0,0.515,0.97
29205,橿原市,34616,18407,0.5317,26128,7520,0.2172,0.2526,8716.0,0.475,1.163
23219,小牧市,37196,19749,0.5309,28436,6785,0.1824,0.2593,9637.0,0.488,1.422
01562,西興部村,377,200,0.5305,377,162,0.4297,0.4215,157.0,0.795,0.981
01235,石狩市,19368,10265,0.53,16383,3470,0.1792,0.2292,4448.0,0.433,1.28
22130,浜松市,220913,117052,0.5299,176206,57089,0.2584,0.2745,60638.0,0.518,1.062
18201,福井市,75812,40114,0.5291,62215,22315,0.2943,0.2826,21420.0,0.534,0.96
13303,瑞穂町,9442,4986,0.5281,8169,1937,0.2051,0.424,4035.0,0.803,2.067
29344,斑鳩町,8339,4400,0.5276,6529,1852,0.2221,0.3062,2570.0,0.58,1.379
22206,三島市,31578,16658,0.5275,24303,8466,0.2681,0.2884,9134.0,0.547,1.076
01361,江差町,2798,1470,0.5254,2506,998,0.3567,0.3721,1059.0,0.708,1.043
23217,江南市,26649,14000,0.5253,22409,5545,0.2081,0.3219,8572.0,0.613,1.547
01231,恵庭市,19675,10331,0.5251,17395,2719,0.1382,0.2709,5328.0,0.516,1.96
14341,大磯町,10811,5675,0.5249,7775,1716,0.1587,0.3744,4063.0,0.713,2.359
26211,京田辺市,17358,9107,0.5247,13203,3737,0.2153,0.3264,5650.0,0.622,1.516
23236,みよし市,11235,5881,0.5235,9285,2295,0.2043,0.2686,3017.0,0.513,1.315
11217,鴻巣市,35100,18361,0.5231,26264,7335,0.209,0.2264,7921.0,0.433,1.083
47213,うるま市,27969,14589,0.5216,22118,6535,0.2337,0.2207,6190.0,0.423,0.944
40344,須惠町,7788,4054,0.5205,6791,1560,0.2003,0.2356,1848.0,0.453,1.176
23226,尾張旭市,21661,11270,0.5203,17027,4656,0.2149,0.2885,6196.0,0.555,1.342
11239,坂戸市,29196,15187,0.5202,21697,7568,0.2592,0.2347,6908.0,0.451,0.905
09201,宇都宮市,129846,67497,0.5198,105226,32305,0.2488,0.2517,32690.0,0.484,1.012
07202,会津若松市,36325,18839,0.5186,28430,9497,0.2614,0.2332,8465.0,0.45,0.892
40215,中間市,15194,7854,0.5169,13302,2939,0.1934,0.3044,4598.0,0.589,1.573
04216,富谷市,10994,5679,0.5166,9198,1716,0.1561,0.233,2597.0,0.451,1.493
23202,岡崎市,89481,46186,0.5162,71813,20226,0.226,0.2479,22234.0,0.48,1.097
47209,名護市,13870,7156,0.5159,10614,3346,0.2412,0.311,4323.0,0.603,1.289
44201,大分市,129205,66602,0.5155,96326,29828,0.2309,0.2332,30154.0,0.452,1.01
03201,盛岡市,79978,41177,0.5149,60834,20498,0.2563,0.2474,19800.0,0.481,0.965
12232,白井市,17147,8775,0.5118,11470,4095,0.2388,0.2234,3821.0,0.437,0.936
35321,和木町,1622,830,0.5117,1577,670,0.4131,0.2578,424.0,0.504,0.624
25206,草津市,30026,15358,0.5115,21575,3945,0.1314,0.3378,10153.0,0.66,2.571
14210,三浦市,17144,8737,0.5096,11225,4040,0.2357,0.3535,6066.0,0.694,1.5
21421,北方町,4419,2247,0.5085,3894,441,0.0998,0.2579,1149.0,0.507,2.584
01543,美幌町,6709,3406,0.5077,6261,1404,0.2093,0.2358,1583.0,0.465,1.127
36201,徳島市,70792,35860,0.5066,55810,16964,0.2396,0.2929,20740.0,0.578,1.222
11233,北本市,21141,10707,0.5065,16538,3689,0.1745,0.217,4596.0,0.428,1.243
27222,羽曳野市,33499,16933,0.5055,23787,3964,0.1183,0.2475,8245.0,0.49,2.091
19202,富士吉田市,13998,7066,0.5048,10551,2249,0.1607,0.2177,3049.0,0.431,1.355
30201,和歌山市,110078,55547,0.5046,83803,22838,0.2075,0.2791,30689.0,0.553,1.345
15100,新潟市,230965,116490,0.5044,182068,60187,0.2606,0.2081,48067.0,0.413,0.799
23205,半田市,28418,14335,0.5044,22890,4168,0.1467,0.2376,6792.0,0.471,1.62
37386,宇多津町,3947,1991,0.5044,2929,495,0.1254,0.2854,1131.0,0.566,2.276
12222,我孫子市,39966,20142,0.504,31688,6284,0.1572,0.3239,12917.0,0.643,2.06
04203,塩竈市,17820,8976,0.5037,15258,2564,0.1439,0.261,4614.0,0.518,1.814
14366,開成町,4748,2378,0.5008,3297,1253,0.2639,0.2633,1256.0,0.526,0.998
23223,大府市,20034,10026,0.5004,17037,2714,0.1355,0.3143,6262.0,0.628,2.32
14211,秦野市,48499,24261,0.5002,39581,10855,0.2238,0.3148,15274.0,0.629,1.407
23212,安城市,39580,19741,0.4988,30745,7759,0.196,0.2569,10147.0,0.515,1.31
23342,豊山町,3705,1847,0.4985,2869,475,0.1282,0.2202,758.0,0.442,1.718
27226,藤井寺市,18089,8999,0.4975,12540,2036,0.1126,0.2282,4125.0,0.459,2.028
11324,三芳町,11643,5786,0.497,7057,1955,0.1679,0.1969,2270.0,0.396,1.173
19210,甲斐市,18972,9408,0.4959,15996,3322,0.1751,0.2279,4351.0,0.46,1.302
29202,大和高田市,19187,9450,0.4925,15197,3317,0.1729,0.3002,5800.0,0.61,1.737
27229,四條畷市,15053,7401,0.4917,12473,3037,0.2018,0.3177,4813.0,0.646,1.575
40221,太宰府市,20153,9906,0.4915,13705,3044,0.151,0.34,6912.0,0.692,2.251
28214,宝塚市,63676,31289,0.4914,45829,17383,0.273,0.2985,19010.0,0.607,1.093
14321,寒川町,13145,6427,0.4889,9776,1984,0.1509,0.3347,4434.0,0.684,2.217
06201,山形市,72247,35323,0.4889,54035,15944,0.2207,0.2307,16688.0,0.472,1.045
26209,長岡京市,21969,10712,0.4876,15808,3741,0.1703,0.3542,7800.0,0.726,2.08
01213,苫小牧市,50001,24362,0.4872,41477,9615,0.1923,0.2218,11097.0,0.455,1.154
23424,大治町,6707,3266,0.487,5690,991,0.1478,0.329,2193.0,0.676,2.226
40343,志免町,10818,5263,0.4865,7065,2461,0.2275,0.2475,2731.0,0.509,1.088
13201,八王子市,153512,74654,0.4863,115077,27967,0.1822,0.3981,61105.0,0.819,2.185
11442,宮代町,10986,5323,0.4845,8686,2847,0.2591,0.3567,3914.0,0.736,1.376
28382,播磨町,9263,4464,0.4819,6860,1067,0.1152,0.2302,2109.0,0.478,1.998
11214,春日部市,68772,33115,0.4815,49792,9974,0.145,0.2424,16645.0,0.503,1.671
12228,四街道市,27037,12968,0.4796,22332,6302,0.2331,0.2598,7032.0,0.542,1.115
01217,江別市,36730,17596,0.4791,30872,3872,0.1054,0.3083,11339.0,0.643,2.924
28216,高砂市,25681,12299,0.4789,19291,5155,0.2007,0.3071,7862.0,0.641,1.53
26207,城陽市,25175,12044,0.4784,18932,2234,0.0887,0.3223,8091.0,0.674,3.632
14301,葉山町,10094,4828,0.4783,6417,2061,0.2042,0.3953,3981.0,0.827,1.936
46201,鹿児島市,158614,75866,0.4783,113040,39770,0.2507,0.2647,42036.0,0.553,1.056
01402,岩内町,4366,2079,0.4762,3450,862,0.1974,0.3526,1539.0,0.741,1.786
26210,八幡市,22215,10574,0.476,16061,4257,0.1916,0.321,7079.0,0.674,1.675
36401,松茂町,3933,1872,0.476,3671,1210,0.3077,0.2406,942.0,0.506,0.782
39201,高知市,95899,45583,0.4753,70928,24454,0.255,0.2081,19955.0,0.438,0.816
23229,豊明市,17930,8495,0.4738,15003,3158,0.1761,0.279,5056.0,0.589,1.584
11201,川越市,89087,42105,0.4726,63928,17723,0.1989,0.2749,24479.0,0.582,1.382
01204,旭川市,112383,52895,0.4707,90509,16796,0.1495,0.2485,27929.0,0.528,1.662
01224,千歳市,22686,10659,0.4698,20183,3735,0.1646,0.2203,4999.0,0.469,1.338
40349,粕屋町,8600,4038,0.4695,6443,941,0.1094,0.2733,2327.0,0.582,2.498
27208,貝塚市,23174,10871,0.4691,20609,4948,0.2135,0.3151,7252.0,0.672,1.476
23209,碧南市,17291,8100,0.4685,12654,2787,0.1612,0.2171,3745.0,0.463,1.347
23201,豊橋市,95867,44722,0.4665,70521,19889,0.2075,0.235,22500.0,0.504,1.133
14214,伊勢原市,26784,12468,0.4655,20521,4711,0.1759,0.3344,8888.0,0.718,1.901
01206,釧路市,56425,26262,0.4654,47912,9239,0.1637,0.2608,14696.0,0.56,1.593
11231,桶川市,22122,10233,0.4626,17176,4203,0.19,0.2272,5027.0,0.491,1.196
23234,北名古屋市,20718,9557,0.4613,16456,1829,0.0883,0.2811,5845.0,0.609,3.184
11219,上尾市,61601,28346,0.4602,46447,8468,0.1375,0.2337,14309.0,0.508,1.7
47350,南風原町,8054,3701,0.4595,6588,662,0.0822,0.1999,1571.0,0.435,2.432
23210,刈谷市,31081,14272,0.4592,25834,3176,0.1022,0.3024,9382.0,0.658,2.959
11225,入間市,42899,19672,0.4586,31926,4201,0.0979,0.238,10217.0,0.519,2.431
23206,春日井市,79426,36424,0.4586,63075,13297,0.1674,0.2832,22522.0,0.618,1.692
30361,湯浅町,4071,1866,0.4584,2340,953,0.2341,0.2765,1131.0,0.603,1.181
40219,大野城市,22747,10355,0.4552,15879,3625,0.1594,0.2509,5615.0,0.551,1.575
22203,沼津市,60360,27445,0.4547,43092,11089,0.1837,0.2608,15774.0,0.574,1.419
47212,豊見城市,12952,5880,0.454,9455,1977,0.1526,0.1284,1634.0,0.283,0.841
23214,蒲郡市,23414,10573,0.4516,18701,5386,0.23,0.2866,6709.0,0.635,1.246
10524,大泉町,9402,4235,0.4504,7530,1955,0.2079,0.2014,1906.0,0.447,0.969
27219,和泉市,46892,21119,0.4504,38570,8550,0.1823,0.315,14803.0,0.699,1.728
34100,広島市,301090,135588,0.4503,212864,67335,0.2236,0.2517,75728.0,0.559,1.125
14204,鎌倉市,53513,24027,0.449,38386,8748,0.1635,0.3989,21290.0,0.888,2.44
13205,青梅市,42506,19076,0.4488,31484,11329,0.2665,0.3765,15997.0,0.839,1.413
27221,柏原市,19834,8868,0.4471,13930,2156,0.1087,0.3369,6726.0,0.754,3.1
30207,新宮市,10120,4494,0.4441,6880,2310,0.2283,0.3106,3140.0,0.699,1.361
23222,東海市,24993,11008,0.4404,20020,1591,0.0637,0.2849,7125.0,0.647,4.476
44202,別府市,39011,17156,0.4398,25921,6323,0.1621,0.2505,9775.0,0.57,1.546
11237,三郷市,38399,16836,0.4384,29878,2883,0.0751,0.2489,9609.0,0.568,3.316
26204,宇治市,53723,23544,0.4382,39901,7824,0.1456,0.2758,14838.0,0.629,1.894
43100,熊本市,190945,83643,0.438,139899,36860,0.193,0.2587,49423.0,0.591,1.34
17201,金沢市,120705,52672,0.4364,89088,18030,0.1494,0.1985,24065.0,0.455,1.329
19201,甲府市,54546,23645,0.4335,39489,7044,0.1291,0.2429,13235.0,0.56,1.881
38201,松山市,139182,59732,0.4292,99612,24840,0.1785,0.2572,35893.0,0.599,1.441
27230,交野市,21844,9369,0.4289,16460,3444,0.1577,0.2934,6331.0,0.684,1.861
27213,泉佐野市,26160,11217,0.4288,18121,3475,0.1328,0.3105,8146.0,0.724,2.338
01207,帯広市,49008,20970,0.4279,39322,5689,0.1161,0.2184,10699.0,0.51,1.881
23238,長久手市,10120,4328,0.4277,8366,1493,0.1475,0.3026,2978.0,0.708,2.051
27231,大阪狭山市,16360,6985,0.427,10787,2939,0.1796,0.3948,6487.0,0.925,2.198
27210,枚方市,109847,46765,0.4257,81151,11409,0.1039,0.2809,30979.0,0.66,2.705
27202,岸和田市,53418,22731,0.4255,39664,7923,0.1483,0.2978,15933.0,0.7,2.008
04211,岩沼市,11739,4990,0.4251,10768,2395,0.204,0.1994,2344.0,0.469,0.977
14218,綾瀬市,23183,9843,0.4246,18425,2130,0.0919,0.3164,7337.0,0.745,3.444
34309,坂町,3724,1581,0.4245,2205,1050,0.282,0.3251,1208.0,0.766,1.153
23228,岩倉市,11990,5084,0.424,9389,1103,0.092,0.2618,3140.0,0.617,2.846
22100,静岡市,209603,88716,0.4233,147252,34163,0.163,0.2525,52929.0,0.597,1.549
27362,田尻町,2060,871,0.4228,2000,697,0.3383,0.4401,879.0,1.041,1.301
14208,逗子市,17910,7573,0.4228,12062,1651,0.0922,0.4222,7578.0,0.999,4.58
27204,池田市,27826,11750,0.4223,17911,4507,0.162,0.2532,7036.0,0.6,1.563
40231,那珂川市,11636,4914,0.4223,7171,2837,0.2438,0.2414,2826.0,0.572,0.99
40345,新宮町,6344,2676,0.4218,5275,1212,0.191,0.239,1440.0,0.567,1.251
28206,芦屋市,27827,11718,0.4211,20573,2925,0.1051,0.2065,5710.0,0.49,1.964
40100,北九州市,286082,120137,0.4199,200388,44205,0.1545,0.2808,80364.0,0.669,1.817
47210,糸満市,13473,5656,0.4198,10814,3859,0.2864,0.235,3177.0,0.56,0.82
12220,流山市,46082,19316,0.4192,32936,6159,0.1337,0.2396,11035.0,0.572,1.793
10426,草津町,2353,980,0.4165,1751,522,0.2218,0.4748,1115.0,1.14,2.14
28203,明石市,79205,32739,0.4133,59867,8156,0.103,0.2652,21112.0,0.642,2.575
34302,府中町,12404,5110,0.412,8070,2089,0.1684,0.1899,2387.0,0.461,1.128
04100,仙台市,256987,105802,0.4117,183887,35311,0.1374,0.2791,71785.0,0.678,2.031
47207,石垣市,10452,4292,0.4106,5406,2038,0.195,0.3156,3308.0,0.769,1.618
12100,千葉市,250079,102656,0.4105,182064,29183,0.1167,0.2531,63275.0,0.617,2.169
27301,島本町,8482,3480,0.4103,5102,1748,0.2061,0.2695,2288.0,0.657,1.308
14206,小田原市,56609,23178,0.4094,40524,9841,0.1738,0.3081,17437.0,0.753,1.773
14212,厚木市,57346,23469,0.4093,44787,10266,0.179,0.3142,18075.0,0.768,1.755
13212,日野市,45579,18583,0.4077,35360,3068,0.0673,0.3353,15308.0,0.822,4.982
14384,湯河原町,9946,4046,0.4068,6720,2397,0.241,0.3204,3191.0,0.788,1.329
12224,鎌ケ谷市,31654,12867,0.4065,24198,3431,0.1084,0.2804,8829.0,0.69,2.587
13224,多摩市,42645,17222,0.4038,28172,3622,0.0849,0.3453,14703.0,0.855,4.065
11243,吉川市,17377,7017,0.4038,13045,2996,0.1724,0.2698,4672.0,0.668,1.565
14201,横須賀市,124472,50033,0.402,89893,13449,0.108,0.3557,44364.0,0.885,3.292
22342,長泉町,9626,3856,0.4006,6573,1854,0.1926,0.2318,2215.0,0.579,1.204
28100,神戸市,418976,167322,0.3994,260866,59903,0.143,0.2601,109028.0,0.651,1.819
14401,愛川町,11987,4761,0.3972,8979,2133,0.1779,0.2698,3223.0,0.679,1.516
12217,柏市,110252,43775,0.397,76314,10410,0.0944,0.2639,29082.0,0.665,2.795
19384,昭和町,4070,1611,0.3958,3325,78,0.0192,0.1953,778.0,0.493,10.188
12221,八千代市,50353,19922,0.3956,36335,5077,0.1008,0.2743,13847.0,0.693,2.72
13225,稲城市,20143,7904,0.3924,14035,1616,0.0802,0.2704,5432.0,0.689,3.371
27207,高槻市,102590,40170,0.3916,66270,16434,0.1602,0.2624,26822.0,0.67,1.638
27220,箕面市,35100,13699,0.3903,24044,4047,0.1153,0.2278,8032.0,0.584,1.976
27225,高石市,15668,6103,0.3895,10491,508,0.0324,0.286,4480.0,0.734,8.82
34304,海田町,6961,2702,0.3882,4930,1617,0.2323,0.1607,1135.0,0.414,0.692
17212,野々市市,11744,4541,0.3867,8968,643,0.0548,0.1682,1884.0,0.435,3.071
37403,琴平町,3463,1335,0.3855,2568,744,0.2148,0.3003,1042.0,0.779,1.398
13364,神津島村,587,225,0.3833,437,70,0.1193,0.37,217.0,0.965,3.103
11208,所沢市,87050,33300,0.3825,61635,10488,0.1205,0.2529,22015.0,0.661,2.099
14205,藤沢市,106906,40562,0.3794,75903,8805,0.0824,0.2759,29393.0,0.727,3.35
14215,海老名市,33831,12669,0.3745,24304,2582,0.0763,0.3287,11117.0,0.878,4.306
12216,習志野市,40258,15052,0.3739,28202,393,0.0098,0.2975,12044.0,0.796,30.476
13209,町田市,116720,43437,0.3721,79555,11197,0.0959,0.3201,37283.0,0.86,3.337
04209,多賀城市,15429,5718,0.3706,12830,825,0.0535,0.2527,3914.0,0.682,4.725
01202,函館市,89043,32981,0.3704,67742,13521,0.1518,0.2331,20807.0,0.629,1.535
11222,越谷市,87079,31820,0.3654,58658,8168,0.0938,0.2352,20491.0,0.644,2.507
14150,相模原市,185014,66741,0.3607,130557,20680,0.1118,0.2767,51247.0,0.767,2.475
11234,八潮市,21329,7622,0.3574,18103,2234,0.1047,0.2866,6099.0,0.802,2.736
11100,さいたま市,304869,108298,0.3552,203006,28587,0.0938,0.2323,70859.0,0.654,2.478
14203,平塚市,72444,25550,0.3527,50658,6080,0.0839,0.2694,19537.0,0.764,3.21
22341,清水町,8198,2878,0.3511,6897,1092,0.1332,0.2061,1707.0,0.587,1.547
26303,大山崎町,4280,1476,0.3449,2832,862,0.2014,0.5688,2475.0,1.649,2.824
14100,横浜市,920503,314168,0.3413,589280,51964,0.0565,0.2432,223886.0,0.713,4.308
27211,茨木市,68457,23056,0.3368,48725,6722,0.0982,0.2851,19586.0,0.846,2.903
47375,多良間村,323,108,0.3344,108,27,0.0836,0.1693,55.0,0.506,2.026
08309,大洗町,5263,1755,0.3335,3490,997,0.1894,0.2183,1141.0,0.655,1.153
27217,松原市,34993,11650,0.3329,24460,1751,0.05,0.2891,10196.0,0.868,5.778
13219,狛江市,20010,6574,0.3285,12096,412,0.0206,0.2254,4499.0,0.686,10.948
47205,宜野湾市,18831,6109,0.3244,12108,583,0.031,0.1555,2944.0,0.479,5.024
26208,向日市,15322,4960,0.3237,11540,1404,0.0916,0.2584,3918.0,0.798,2.82
27218,大東市,31094,10027,0.3225,20401,577,0.0186,0.1948,6126.0,0.604,10.496
11229,和光市,15415,4950,0.3211,10093,851,0.0552,0.3474,5225.0,1.082,6.293
27140,堺市,232994,74761,0.3209,149204,17735,0.0761,0.2644,61635.0,0.824,3.473
13206,府中市,56730,18141,0.3198,37751,2943,0.0519,0.3465,19671.0,1.084,6.68
11230,新座市,41937,13346,0.3182,27014,2506,0.0598,0.2068,8721.0,0.65,3.46
11235,富士見市,26889,8514,0.3166,16887,2083,0.0775,0.1901,5164.0,0.6,2.453
13213,東村山市,40808,12831,0.3144,22443,1419,0.0348,0.2518,10261.0,0.801,7.241
28207,伊丹市,51607,16012,0.3103,29824,2644,0.0512,0.2664,13712.0,0.859,5.199
01100,札幌市,541415,167252,0.3089,363906,37751,0.0697,0.2359,127665.0,0.764,3.383
13210,小金井市,25931,7988,0.308,14479,1116,0.043,0.2704,6919.0,0.878,6.282
28204,西宮市,115707,35437,0.3063,67415,12843,0.111,0.2381,27605.0,0.777,2.145
47211,沖縄市,28945,8854,0.3059,17382,1489,0.0514,0.1676,4835.0,0.548,3.257
27212,八尾市,75139,22840,0.304,49833,2959,0.0394,0.2491,18660.0,0.82,6.326
13215,国立市,17483,5292,0.3027,8792,447,0.0256,0.2911,5167.0,0.962,11.386
12204,船橋市,153564,46135,0.3004,94479,9114,0.0593,0.2869,43832.0,0.955,4.834
27205,吹田市,89121,25561,0.2868,56148,2018,0.0226,0.2226,19698.0,0.776,9.829
15586,粟島浦村,146,41,0.2808,41,47,0.3219,0.469,68.0,1.67,1.457
40218,春日市,24534,6850,0.2792,16601,356,0.0145,0.1665,4059.0,0.596,11.476
11241,鶴ヶ島市,20590,5685,0.2761,12865,861,0.0418,0.2074,4197.0,0.751,4.959
27224,摂津市,21916,6016,0.2745,17636,1507,0.0688,0.2929,6472.0,1.067,4.259
13218,福生市,15238,4179,0.2742,10008,604,0.0396,0.2289,3469.0,0.835,5.775
23100,名古屋市,565144,151876,0.2687,368203,19382,0.0343,0.2415,136704.0,0.898,7.041
13202,立川市,45596,11964,0.2624,24807,791,0.0173,0.3014,13723.0,1.149,17.376
13221,清瀬市,21431,5599,0.2613,17357,592,0.0276,0.4347,9337.0,1.664,15.735
14207,茅ヶ崎市,64930,16931,0.2608,41809,3470,0.0534,0.2597,16849.0,0.996,4.859
27206,泉大津市,19022,4944,0.2599,10757,422,0.0222,0.2165,4100.0,0.833,9.757
12203,市川市,102231,26521,0.2594,61088,4059,0.0397,0.2593,26806.0,1.0,6.532
13220,東大和市,22726,5891,0.2592,15621,1654,0.0728,0.1984,4548.0,0.765,2.726
26100,京都市,394178,101377,0.2572,194404,35815,0.0909,0.2421,95488.0,0.941,2.665
40130,福岡市,338711,85803,0.2533,186308,23644,0.0698,0.229,77618.0,0.904,3.281
12207,松戸市,127637,31768,0.2489,73721,4211,0.033,0.2238,28561.0,0.899,6.785
13211,小平市,45491,11072,0.2434,28984,1046,0.023,0.2296,10346.0,0.943,9.985
11228,志木市,18743,4555,0.243,12868,404,0.0216,0.2534,4735.0,1.043,11.754
13227,羽村市,14736,3550,0.2409,10345,640,0.0434,0.2346,3455.0,0.974,5.402
11203,川口市,137970,33010,0.2393,78837,6508,0.0472,0.1911,26351.0,0.799,4.05
13223,武蔵村山市,19084,4537,0.2377,14181,427,0.0224,0.3305,6229.0,1.39,14.772
13207,昭島市,29993,7095,0.2366,14743,341,0.0114,0.2465,7397.0,1.042,21.684
47348,与那原町,3857,911,0.2362,2005,196,0.0508,0.131,511.0,0.555,2.578
27215,寝屋川市,68748,16132,0.2347,45357,3601,0.0524,0.2223,15129.0,0.947,4.244
14130,川崎市,301183,69224,0.2298,156590,10897,0.0362,0.1739,52383.0,0.757,4.808
14216,座間市,33371,7587,0.2274,19858,1527,0.0458,0.2251,7571.0,0.99,4.919
11245,ふじみ野市,29302,6598,0.2252,15900,1405,0.0479,0.141,4134.0,0.626,2.941
13214,国分寺市,27378,6060,0.2213,17118,239,0.0087,0.2468,6709.0,1.115,28.271
12227,浦安市,30036,6403,0.2132,17750,376,0.0125,0.2277,6823.0,1.068,18.186
13120,練馬区,159531,33265,0.2085,86012,2089,0.0131,0.1622,25830.0,0.778,12.383
13222,東久留米市,32587,6693,0.2054,18123,1491,0.0458,0.1798,5886.0,0.875,3.929
11221,草加市,61652,12578,0.204,33328,1218,0.0198,0.2237,13795.0,1.097,11.324
27203,豊中市,105132,21294,0.2025,59912,885,0.0084,0.1691,17821.0,0.835,20.089
27227,東大阪市,135800,27347,0.2014,89885,1566,0.0115,0.2205,29938.0,1.095,19.119
13229,西東京市,48333,9398,0.1944,29662,560,0.0116,0.2429,11767.0,1.249,20.964
13208,調布市,50349,9418,0.1871,26693,266,0.0053,0.2166,10919.0,1.158,40.997
13204,三鷹市,41572,7584,0.1824,24765,656,0.0158,0.2271,9452.0,1.245,14.39
27223,門真市,35270,6219,0.1763,23592,717,0.0203,0.2099,7468.0,1.191,10.327
13112,世田谷区,189398,32540,0.1718,86439,665,0.0035,0.1334,25357.0,0.777,38.002
14213,大和市,56526,9324,0.165,33810,1059,0.0187,0.2651,15029.0,1.607,14.149
11227,朝霞市,27810,4571,0.1644,18683,705,0.0254,0.1928,5308.0,1.173,7.605
28202,尼崎市,120292,19537,0.1624,55062,1446,0.012,0.1768,21235.0,1.089,14.707
47208,浦添市,23303,3785,0.1624,11392,566,0.0243,0.1373,3183.0,0.845,5.653
13203,武蔵野市,31475,4717,0.1499,15390,221,0.007,0.225,7137.0,1.501,32.04
13123,江戸川区,145750,21708,0.1489,61067,454,0.0031,0.1322,19270.0,0.888,42.441
11224,戸田市,22826,3292,0.1442,11799,626,0.0274,0.1989,4587.0,1.379,7.251
11223,蕨市,17337,2391,0.1379,4862,0,0.0,0.1073,1850.0,0.778,
47201,那覇市,71640,9456,0.132,29585,668,0.0093,0.1453,10503.0,1.101,15.583
13121,足立区,170144,21743,0.1278,82375,717,0.0042,0.1547,26341.0,1.211,36.712
27209,守口市,41006,4985,0.1216,18984,1047,0.0255,0.1636,6689.0,1.346,6.407
13122,葛飾区,111921,13183,0.1178,43538,432,0.0039,0.1477,16530.0,1.254,38.273
13115,杉並区,117378,12549,0.1069,53421,351,0.003,0.1359,15905.0,1.271,45.433
13117,北区,87980,9123,0.1037,30289,0,0.0,0.0876,7652.0,0.844,
27100,大阪市,676534,62183,0.0919,281672,5057,0.0075,0.1356,91788.0,1.475,18.143
13119,板橋区,132383,11223,0.0848,53989,16,0.0001,0.0841,11148.0,0.992,695.606
13111,大田区,162073,12209,0.0753,53274,0,0.0,0.0789,12773.0,1.048,
13118,荒川区,49830,3610,0.0724,12050,26,0.0005,0.0508,2561.0,0.701,97.382
13103,港区,42343,2501,0.0591,10999,0,0.0,0.0855,3638.0,1.448,
13114,中野区,65445,3394,0.0519,17302,174,0.0027,0.0584,3846.0,1.126,21.957
13102,中央区,24825,1200,0.0483,2368,0,0.0,0.0442,1091.0,0.915,
13113,渋谷区,41233,1795,0.0435,9233,0,0.0,0.0517,2135.0,1.188,
13110,目黒区,56336,2010,0.0357,16033,0,0.0,0.0507,2831.0,1.422,
13108,江東区,110180,3622,0.0329,33929,31,0.0003,0.0834,9172.0,2.536,296.337
13107,墨田区,60009,1666,0.0278,9792,303,0.005,0.0388,2333.0,1.398,7.686
13109,品川区,79554,1978,0.0249,13285,0,0.0,0.0625,4970.0,2.513,
13104,新宿区,63282,790,0.0125,11130,0,0.0,0.0482,3044.0,3.859,
13106,台東区,47595,472,0.0099,3219,0,0.0,0.0386,1835.0,3.895,
13116,豊島区,58357,350,0.006,8203,0,0.0,0.026,1519.0,4.327,
13101,千代田区,10841,0,0.0,537,0,0.0,0.0451,490.0,,
13105,文京区,41910,0,0.0,6412,0,0.0,0.0367,1542.0,,
